hypothesis,registration,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H3,L32-exit,Xe1,c1=1/50_c2=1/8_lt=0.1L,facility,success,6.736972776445366,7.582322357019064,-0.11148953325509105,77.70188365447098,82.32639228613156,-0.056172856641012,-0.9437772717674661,1.2196507916482702,4.790694391370756,8990.999999999998,0.6075437091552804,0.3882956250570593,
H3,L32-exit,Xe1,c1=1/50_c2=1/8_lt=0.2L,facility,success,6.756511675261555,7.582322357019064,-0.10891263162836175,84.61244524453721,82.32639228613156,0.027768166379261567,0.4665414200827871,1.236575180052308,5.025211931500832,8990.999999999998,0.6733245163962562,0.4591030268585582,
H3,L32-exit,Xe2,c1=1/1000_c2=1/16_lt=0.05L,facility,success,3.1587781234680925,8.589692369157012,-0.6322594584632263,9.659625241115071,93.01516772729975,-0.8961499992191059,-17.011335201262177,1.0787279530198202,4.100018674710366,9989.999999999998,1.282475104457426,0.011801591669591636,
H3,L32-exit,Xe2,c1=1/1000_c2=1/16_lt=0.1L,facility,success,3.0514394271858607,8.589692369157012,-0.6447556797094787,12.200964129694809,93.01516772729975,-0.8688282306229305,-16.49269461175611,1.1354864276494372,4.325535873369062,9989.999999999998,1.3364104864840718,0.0194904873084029,
H3,L32-exit,Xe2,c1=1/1000_c2=1/16_lt=0.2L,facility,success,2.8631337204676215,8.589692369157012,-0.6666779673334672,23.801048994520542,93.01516772729975,-0.7441164750215788,-14.12533035362841,1.1243550078270408,4.24121442139052,7991.999999999998,1.311557869761112,0.07904778684176178,
H3,L32-exit,Xe2,c1=1/1000_c2=1/32_lt=0.05L,facility,success,2.8035956092868557,8.589692369157012,-0.6736093111606978,15.73340450442969,93.01516772729975,-0.8308511946077805,-15.771788412830626,1.0160034159980025,3.9094813671665323,6992.999999999998,1.5229731592142863,0.0352751765612199,
H3,L32-exit,Xe2,c1=1/1000_c2=1/32_lt=0.1L,facility,success,2.626527145281796,8.589692369157012,-0.6942233746678913,19.953018236328877,93.01516772729975,-0.7854864026604049,-14.910642753259362,1.077584625000901,4.05308997323569,6992.999999999998,1.460637234016914,0.06055840885397279,
H3,L32-exit,Xe2,c1=1/1000_c2=1/32_lt=0.2L,facility,success,2.5157195101100385,8.589692369157012,-0.7071234449392825,22.434174998377408,93.01516772729975,-0.758811648180332,-14.404284230392314,1.0483154876217757,3.678012257058243,6992.999999999998,1.3618456565272063,0.07992766746218657,
H3,L32-exit,Xe2,c1=1/1000_c2=1/4_lt=0.05L,facility,success,3.5894369302698164,8.589692369157012,-0.5821227610946349,14.1890280689556,93.01516772729975,-0.8474546849116615,-16.08696727721309,1.0637180751151503,4.037964167150041,9989.999999999998,1.180349244137514,0.022408775169205256,
H3,L32-exit,Xe2,c1=1/1000_c2=1/4_lt=0.1L,facility,success,3.3501243799820553,8.589692369157012,-0.6099831942746472,13.971834338025312,93.01516772729975,-0.8497897205433451,-16.13129252842335,1.1571170967539148,4.416944279478027,10988.999999999998,1.1850316598844437,0.023280112477868667,
H3,L32-exit,Xe2,c1=1/1000_c2=1/4_lt=0.2L,facility,success,3.327994432243575,8.589692369157012,-0.6125595319113644,15.477462758694644,93.01516772729975,-0.8336028076187402,-15.824021422164305,1.2809660248844794,5.173987640473406,9989.999999999998,1.1579745937152255,0.028757828852803948,
H3,L32-exit,Xe2,c1=1/1000_c2=1/64_lt=0.05L,facility,success,3.3298531526954247,8.589692369157012,-0.6123431422699234,9.142641876482383,93.01516772729975,-0.901708053644685,-17.116842010370892,0.8727074199200682,3.13489732126579,9989.999999999998,1.2822059809528052,0.010028996642781111,
H3,L32-exit,Xe2,c1=1/1000_c2=1/64_lt=0.1L,facility,success,3.396862450446915,8.589692369157012,-0.6045420133270406,9.770103376213532,93.01516772729975,-0.8949622559961687,-16.98878864307882,0.8179009385915861,3.1380040863807532,8990.999999999998,1.2731287881263025,0.01122689102182674,
H3,L32-exit,Xe2,c1=1/1000_c2=1/64_lt=0.2L,facility,success,2.6300635229779683,8.589692369157012,-0.6938116745109835,17.97654399885946,93.01516772729975,-0.806735348243818,-15.314004842538836,0.6684283539125051,2.322805155931128,6992.999999999998,1.4660849937727616,0.04908912788594284,
H3,L32-exit,Xe2,c1=1/1000_c2=1/8_lt=0.05L,facility,success,3.3596531562539917,8.589692369157012,-0.6088738674370353,11.54231423213577,93.01516772729975,-0.8759093327017877,-16.62711295819673,1.0874996143812494,4.2178211785207225,9989.999999999998,1.2175378691009424,0.015842747240541973,
H3,L32-exit,Xe2,c1=1/1000_c2=1/8_lt=0.1L,facility,success,3.511521617409007,8.589692369157012,-0.591193553098849,11.845865734640862,93.01516772729975,-0.8726458703018162,-16.565163671971202,1.108414708964985,4.16681021261127,9989.999999999998,1.1968075076343525,0.015965312210117044,
