hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H1b,L38-hist,3p0kW,Xe3,a=1/16_b=0.9_c=1L_w=0.25L,vacuum,success,5.539429610617389,6.946746435450754,-0.20258646805524985,85.68022507915245,86.8,-0.012900632728658467,-0.2285254940505214,0.25050327348063395,1.3573334934729142,4994.999999999999,0.6629150846310573,0.48313704824277687,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=0.9L_w=0.1L,vacuum,success,5.379852959175901,6.946746435450754,-0.2255578911414782,81.4720526264403,86.8,-0.06138188218386747,-1.0873361986856522,0.9827273530599671,4.3256852121844505,4994.999999999999,0.7774432560518069,0.4498017108117124,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=0.9L_w=0.25L,vacuum,success,4.186830962472206,6.946746435450754,-0.3972961297239957,66.31320068234017,86.8,-0.2360230336135925,-4.180979452583638,3.196890089271243,18.911175271769586,3995.999999999999,0.8861324432030058,0.38290297924362415,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=1.1L_w=0.1L,vacuum,success,4.794060664131585,6.946746435450754,-0.30988402863440445,66.41814748274474,86.8,-0.2348139690928025,-4.159561738215358,2.7339264642294254,15.578047280811822,3995.999999999999,0.7090411556882197,0.33546265781847123,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=1.1L_w=0.25L,vacuum,success,3.6527002053918833,6.946746435450754,-0.4741854709491969,60.86112041838372,86.8,-0.2988350182213857,-5.293648894207403,4.089581518868302,29.918887253816056,2996.9999999999995,0.9707879483341515,0.36969199750273896,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=1L_w=0.1L,vacuum,success,4.84610529108448,6.946746435450754,-0.3023920858326204,64.2494128061048,86.8,-0.25979939163473736,-4.602160651815347,0.6690745508903081,3.2786448498113523,4994.999999999999,0.6735636376421724,0.310541518534897,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.8_c=1L_w=0.25L,vacuum,success,3.416271207036745,6.946746435450754,-0.5082199647301401,57.48926006140401,86.8,-0.33768133569811054,-5.981783660937957,3.9397888892023385,27.47699285291767,6992.999999999998,0.9539685900095212,0.35269174074458126,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=0.9L_w=0.1L,vacuum,success,4.357508062296026,6.946746435450754,-0.37272677176487723,73.75296336460141,86.8,-0.15031148197463817,-2.662660537836447,3.2084197597937854,17.892441321972264,10988.999999999998,0.8696756541289643,0.4550875375554499,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=0.9L_w=0.25L,vacuum,success,3.4619757008071796,6.946746435450754,-0.5016406985664589,65.87564845674729,86.8,-0.24106395787157506,-4.270275825153615,3.05660617249634,16.898471065410263,3995.999999999999,0.9949144046376078,0.45698293610741914,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=1.1L_w=0.1L,vacuum,success,4.9100962670258355,6.946746435450754,-0.293180438835575,72.69602453723272,86.8,-0.16248819657566,-2.878362339340262,3.634194857510882,22.85653897713591,2996.9999999999995,0.8708316439779191,0.39237877654885284,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=1.1L_w=0.25L,vacuum,success,3.357211507762021,6.946746435450754,-0.5167217431991699,60.632236591945635,86.8,-0.3014719286642208,-5.340359879194768,4.003361633867005,27.111767615016912,2996.9999999999995,0.9787523772297864,0.39921115372363397,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=1L_w=0.1L,vacuum,success,3.5289218171863603,6.946746435450754,-0.4920036523605487,58.41253053282489,86.8,-0.3270445791149207,-5.793361115750023,4.004417926832494,27.218876712826724,6992.999999999998,0.887268444664269,0.35248788732115127,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.97_c=1L_w=0.25L,vacuum,success,3.0955539467420543,6.946746435450754,-0.5543879461405455,56.94819763362692,86.8,-0.3439147738061415,-6.092204564565934,3.659870315661109,23.85247509624162,2996.9999999999995,0.9826221380113083,0.38194056178654484,
