hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=0.9L_w=0.1L,facility,success,8.842579350667584,7.582322357019064,0.16620989379090206,96.89332569118659,82.32639228613156,0.1769412335527415,2.9728435520520446,2.4207074549000493,14.07467337651475,8990.999999999998,0.5089382233627636,0.46001601860539054,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=0.9L_w=0.25L,facility,success,7.077264442575417,7.582322357019064,-0.06660992380205355,98.00660756497011,82.32639228613156,0.19046401577201125,3.2000439344568457,0.49334059074900505,2.1066121716235755,5993.999999999999,0.584182449012408,0.5880435428007661,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=1.1L_w=0.1L,facility,success,7.522350801764918,7.582322357019064,-0.007909391401518197,75.39009824531486,82.32639228613156,-0.08425358925858303,-1.4155702124115725,2.809404966403043,15.31416069999203,3995.999999999999,0.5070466697636685,0.32737026604958963,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=1.1L_w=0.25L,facility,success,7.099339372209839,7.582322357019064,-0.06369855593941094,93.05062925098292,82.32639228613156,0.13026487213940424,2.188619788745176,1.4818969124237384,6.224084025205194,4994.999999999999,0.6031810725154129,0.5284268625804772,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=1L_w=0.1L,facility,success,7.492382377026058,7.582322357019064,-0.011861798504220459,92.71499169407838,82.32639228613156,0.1261879589213682,2.1201223281524104,2.994816274071743,18.984283573406945,3995.999999999999,0.6334447105700823,0.4971004878132488,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.8_c=1L_w=0.25L,facility,success,7.51336572333439,7.582322357019064,-0.00909439488824153,103.55402064851786,82.32639228613156,0.2578471833019001,4.332169053548224,0.6956137493138624,2.762822887392804,5993.999999999999,0.6055482921856433,0.6183916228984282,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=0.9L_w=0.1L,facility,success,6.81136644741897,7.582322357019064,-0.10167807082040094,101.4370095793706,82.32639228613156,0.2321323303809871,3.9001259782120483,0.009161627882393608,0.07339647870824505,4994.999999999999,0.6287295686362042,0.6545198539110599,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=0.9L_w=0.25L,facility,success,4.979018523163146,7.582322357019064,-0.34333858563082625,84.08819787887937,82.32639228613156,0.021400252626454546,0.35955216178526817,0.21406357994029757,1.020684544761194,4994.999999999999,0.854582586894188,0.6153051409789503,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=1.1L_w=0.1L,facility,success,5.866217740182353,7.582322357019064,-0.22632968318052157,75.73356304484656,82.32639228613156,-0.08008160030104473,-1.3454753553642855,3.578496630004167,20.35504475200054,6992.999999999998,0.7044281292060598,0.4236261841235211,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=1.1L_w=0.25L,facility,success,5.196485543511972,7.582322357019064,-0.31465779231853525,74.973057035463,82.32639228613156,-0.089319294171321,-1.5006806634017462,0.17038252867683543,0.996089100952405,65933.99999999999,0.8208031402277705,0.46866757893183886,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=1L_w=0.1L,facility,success,6.395547426186196,7.582322357019064,-0.1565186594492719,84.18275836540889,82.32639228613156,0.022548857392236905,0.3788502202606801,2.6577801743631286,11.83135961990901,3995.999999999999,0.6457185127413705,0.48010118238108807,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.97_c=1L_w=0.25L,facility,success,5.034731466642551,7.582322357019064,-0.33599084428508524,78.02094746950601,82.32639228613156,-0.05229726090342516,-0.878662207474602,0.23764967167034579,1.5362535291293196,5993.999999999999,0.8542502469450778,0.5238540713868383,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=0.9L_w=0.1L,facility,success,8.21725770883738,7.582322357019064,0.08373890239980995,106.20454806878166,82.32639228613156,0.29004253823803877,4.873093016867366,1.820387623300702,7.369629391694085,4994.999999999999,0.5513353808372781,0.5947350289166123,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=0.9L_w=0.25L,facility,success,6.003881037970524,7.582322357019064,-0.20817386082080166,87.56091430168551,82.32639228613156,0.06358255074947264,1.068269799092643,0.4686846262432771,1.9509767935385942,5993.999999999999,0.7050765070496707,0.5532898364564571,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1.1L_w=0.1L,facility,success,7.562936421059521,7.582322357019064,-0.0025567280111213797,97.68017736221499,82.32639228613156,0.18649894219486982,3.133425525731311,3.143061469279699,18.74663585027132,10988.999999999998,0.6969670093786217,0.5466213936293576,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1.1L_w=0.25L,facility,success,6.110620728495834,7.582322357019064,-0.19409642049323506,85.95702163056428,82.32639228613156,0.044100430537684726,0.7409447641699445,0.5323500692821114,2.64467650917772,4994.999999999999,0.7117496867369629,0.523891780284636,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.1L,facility,success,7.073375693935895,7.582322357019064,-0.06712279419405448,89.54317647929142,82.32639228613156,0.08766063947120842,1.4728131006448677,1.7801391865635003,7.344690799782033,4994.999999999999,0.5632661125182008,0.4911367849977646,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.25L,facility,success,6.160999839896528,7.582322357019064,-0.18745213540107503,89.17271061004973,82.32639228613156,0.08316067464882076,1.3972078212077905,0.4533505723220016,2.192090214212276,5993.999999999999,0.7110565645672806,0.5592125822621052,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.1L,facility,success,5.174726020020092,7.582322357019064,-0.31752756261677867,69.51401867417455,82.32639228613156,-0.15562899400992392,-2.614770124889186,2.967937598781855,17.28026645409199,3995.999999999999,0.8627775056894107,0.4045960395546863,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.25L,facility,success,3.4394837813846038,7.582322357019064,-0.546381224717962,46.63390999425988,82.32639228613156,-0.43354848063570883,-7.284180059565648,3.419963386904315,21.76523967413675,3995.999999999999,0.8764973655326787,0.27395207226289403,
