eta_c,C_D,K_back,CR_passive,eta_open,unresolved_fraction,converged,scattering,mean_wall_hits,mass_kg,alpha,theta_deg,L_over_d,phi,d_mm,species
0.6809599247601364,2.740017659569203,0.08365,547.7521470444092,0.7570833333333333,8.333333333333333e-05,True,cll,62.32716666666666,9.95139,0.8,2.0,20,0.9,10.0,N2
0.6263325115577327,2.731623974133836,0.08095,520.6148867122313,0.6985833333333333,0.0,True,cll,72.99225,9.95139,0.8,5.0,20,0.9,10.0,N2
0.300675,2.801609755028801,0.06035,335.23435973278293,0.3340833333333333,0.0,True,cll,120.40508333333334,9.95139,1.0,0.0,20,0.9,10.0,N2
0.2908227306625568,2.799536319122715,0.05865,333.6482193117433,0.3233333333333333,0.0,True,cll,117.30033333333331,9.95139,1.0,2.0,20,0.9,10.0,N2
0.2328854155463978,2.7903555736388856,0.06,261.1677341491708,0.25975,0.0,True,cll,106.51058333333332,9.95139,1.0,5.0,20,0.9,10.0,N2
0.8,2.72124055266424,0.9994,60.59428206649143,1.0,0.0,True,maxwell,0.3240833333333333,1.329426,0.0,0.0,3,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.99915,60.57252188886453,1.0,0.0,True,maxwell,0.3434166666666666,1.329426,0.0,2.0,3,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.9993,60.369743127986496,1.0,0.0,True,maxwell,0.45,1.329426,0.0,5.0,3,0.8,10.0,N2
0.7752,2.7242853823502178,0.69405,84.54813025983248,0.969,0.0,True,maxwell,0.6816666666666666,1.329426,0.2,0.0,3,0.8,10.0,N2
0.7734618740576455,2.721047750354602,0.6889,84.9891975325654,0.9674166666666668,0.0,True,maxwell,0.7455833333333334,1.329426,0.2,2.0,3,0.8,10.0,N2
0.7624874219194221,2.705003667004945,0.69305,83.28161115573866,0.95675,0.0,True,maxwell,0.9340833333333334,1.329426,0.2,5.0,3,0.8,10.0,N2
0.7357333333333334,2.729676797382066,0.4762,116.95318244919288,0.9196666666666666,0.0,True,maxwell,1.1963333333333332,1.329426,0.5,0.0,3,0.8,10.0,N2
0.7341525015282278,2.726542185092703,0.476,116.75092565957786,0.91825,0.0,True,maxwell,1.2605,1.329426,0.5,2.0,3,0.8,10.0,N2
0.7055050851885742,2.712992600817541,0.47355,112.77564245270236,0.88525,0.0,True,maxwell,1.6476666666666666,1.329426,0.5,5.0,3,0.8,10.0,N2
0.6952666666666667,2.7359449223054297,0.343,153.43989431750148,0.8690833333333333,0.0,True,maxwell,1.861,1.329426,0.8,0.0,3,0.8,10.0,N2
0.6913785741318105,2.733383980057722,0.33955,154.13213143377325,0.86475,0.0,True,maxwell,1.9519166666666667,1.329426,0.8,2.0,3,0.8,10.0,N2
0.6573556747808066,2.721032354525651,0.3397,146.4825433418148,0.8248333333333333,0.0,True,maxwell,2.5315,1.329426,0.8,5.0,3,0.8,10.0,N2
0.6746000000000001,2.7394239917372154,0.272,187.7407010130785,0.84325,0.0,True,maxwell,2.30625,1.329426,1.0,0.0,3,0.8,10.0,N2
0.6668601858422754,2.7373422550752475,0.27435,183.9970359546192,0.8340833333333333,0.0,True,maxwell,2.4605,1.329426,1.0,2.0,3,0.8,10.0,N2
0.6230201641865776,2.7261573744873515,0.2744,171.86957309628363,0.78175,0.0,True,maxwell,3.2176666666666667,1.329426,1.0,5.0,3,0.8,10.0,N2
0.9,2.708567624049933,0.9994,60.59428206649143,1.0,0.0,True,maxwell,0.3240833333333333,1.495233,0.0,0.0,3,0.9,10.0,N2
0.8994517443171862,2.705259591489243,0.99915,60.57252188886453,1.0,0.0,True,maxwell,0.3434166666666666,1.495233,0.0,2.0,3,0.9,10.0,N2
0.896575228282571,2.688217695665743,0.9993,60.369743127986496,1.0,0.0,True,maxwell,0.45,1.495233,0.0,5.0,3,0.9,10.0,N2
0.8721,2.7119930574466573,0.69405,84.54813025983248,0.969,0.0,True,maxwell,0.6816666666666666,1.495233,0.2,0.0,3,0.9,10.0,N2
0.8701446083148513,2.708769863262164,0.6889,84.98919753256543,0.9674166666666668,0.0,True,maxwell,0.7455833333333334,1.495233,0.2,2.0,3,0.9,10.0,N2
0.8577983496593499,2.6929152882508083,0.69305,83.28161115573867,0.95675,0.0,True,maxwell,0.9340833333333334,1.495233,0.2,5.0,3,0.9,10.0,N2
0.8277,2.718058399357487,0.4762,116.9531824491929,0.9196666666666666,0.0,True,maxwell,1.1963333333333332,1.495233,0.5,0.0,3,0.9,10.0,N2
0.8259215642192563,2.7149511023425266,0.476,116.75092565957787,0.91825,0.0,True,maxwell,1.2605,1.495233,0.5,2.0,3,0.9,10.0,N2
0.793693220837146,2.7019028387899784,0.47355,112.7756424527024,0.88525,0.0,True,maxwell,1.6476666666666666,1.495233,0.5,5.0,3,0.9,10.0,N2
0.782175,2.7251100398962715,0.343,153.43989431750148,0.8690833333333333,0.0,True,maxwell,1.861,1.495233,0.8,0.0,3,0.9,10.0,N2
