alt_km,f107,rho,fO,fN2,fO2,T
2.84000000e+02,1.50000000e+02,3.77108865e-11,7.17461143e-01,2.71053974e-01,1.14848832e-02,1.04759119e+03
2.86000000e+02,1.50000000e+02,3.62120021e-11,7.22354047e-01,2.66445577e-01,1.12003767e-02,1.04842908e+03
2.88000000e+02,1.50000000e+02,3.47802030e-11,7.27184287e-01,2.61893483e-01,1.09222302e-02,1.04923364e+03
2.90000000e+02,1.50000000e+02,3.34121168e-11,7.31951562e-01,2.57398113e-01,1.06503246e-02,1.05000598e+03
2.92000000e+02,1.50000000e+02,3.21044927e-11,7.36655842e-01,2.52959601e-01,1.03845569e-02,1.05074756e+03
2.94000000e+02,1.50000000e+02,3.08543330e-11,7.41297547e-01,2.48577657e-01,1.01247959e-02,1.05146008e+03
2.96000000e+02,1.50000000e+02,2.96587373e-11,7.45876430e-01,2.44252623e-01,9.87094666e-03,1.05214417e+03
2.98000000e+02,1.50000000e+02,2.85150185e-11,7.50392669e-01,2.39984444e-01,9.62288769e-03,1.05280139e+03
3.00000000e+02,1.50000000e+02,2.74206682e-11,7.54846459e-01,2.35773027e-01,9.38051426e-03,1.05343237e+03
1.50000000e+02,1.90000000e+02,1.89950655e-09,2.95606398e-01,6.53169250e-01,5.12243524e-02,7.61277161e+02
1.52000000e+02,1.90000000e+02,1.72665138e-09,3.03878675e-01,6.47098874e-01,4.90224514e-02,7.78898743e+02
1.54000000e+02,1.90000000e+02,1.57492752e-09,3.12002061e-01,6.41025062e-01,4.69728763e-02,7.95745239e+02
1.56000000e+02,1.90000000e+02,1.44108458e-09,3.19990614e-01,6.34946372e-01,4.50630140e-02,8.11852173e+02
1.58000000e+02,1.90000000e+02,1.32246802e-09,3.27857310e-01,6.28861230e-01,4.32814598e-02,8.27253418e+02
1.60000000e+02,1.90000000e+02,1.21689436e-09,3.35612525e-01,6.22769522e-01,4.16179529e-02,8.41981079e+02
1.62000000e+02,1.90000000e+02,1.12255516e-09,3.43265078e-01,6.16672046e-01,4.00628753e-02,8.56065979e+02
1.64000000e+02,1.90000000e+02,1.03794107e-09,3.50824317e-01,6.10568131e-01,3.86075526e-02,8.69537292e+02
1.66000000e+02,1.90000000e+02,9.61786872e-10,3.58296931e-01,6.04459192e-01,3.72438766e-02,8.82422974e+02
1.68000000e+02,1.90000000e+02,8.93024377e-10,3.65688855e-01,5.98346596e-01,3.59645495e-02,8.94749573e+02
1.70000000e+02,1.90000000e+02,8.30746583e-10,3.73006454e-01,5.92230832e-01,3.47627140e-02,9.06542297e+02
1.72000000e+02,1.90000000e+02,7.74180553e-10,3.80254130e-01,5.86113763e-01,3.36321068e-02,9.17825256e+02
1.74000000e+02,1.90000000e+02,7.22664484e-10,3.87436047e-01,5.79997017e-01,3.25669354e-02,9.28621521e+02
1.76000000e+02,1.90000000e+02,6.75628331e-10,3.94556276e-01,5.73881843e-01,3.15618806e-02,9.38953003e+02
1.78000000e+02,1.90000000e+02,6.32579877e-10,4.01617932e-01,5.67769969e-01,3.06120996e-02,9.48840393e+02
1.80000000e+02,1.90000000e+02,5.93091798e-10,4.08623496e-01,5.61663389e-01,2.97131157e-02,9.58303833e+02
1.82000000e+02,1.90000000e+02,5.56792834e-10,4.15575905e-01,5.55563340e-01,2.88607546e-02,9.67362427e+02
1.84000000e+02,1.90000000e+02,5.23357524e-10,4.22476485e-01,5.49472186e-01,2.80513288e-02,9.76033691e+02
1.86000000e+02,1.90000000e+02,4.92501540e-10,4.29328402e-01,5.43390285e-01,2.72813126e-02,9.84335388e+02
1.88000000e+02,1.90000000e+02,4.63973832e-10,4.36131871e-01,5.37320489e-01,2.65476403e-02,9.92283630e+02
1.90000000e+02,1.90000000e+02,4.37554160e-10,4.42889061e-01,5.31263558e-01,2.58473807e-02,9.99894470e+02
1.92000000e+02,1.90000000e+02,4.13045848e-10,4.49600924e-01,5.25221148e-01,2.51779284e-02,1.00718262e+03
1.94000000e+02,1.90000000e+02,3.90276089e-10,4.56268133e-01,5.19194940e-01,2.45369277e-02,1.01416229e+03
1.96000000e+02,1.90000000e+02,3.69090342e-10,4.62891963e-01,5.13185854e-01,2.39221828e-02,1.02084717e+03
1.98000000e+02,1.90000000e+02,3.49350576e-10,4.69472274e-01,5.07196009e-01,2.33317168e-02,1.02725037e+03
2.00000000e+02,1.90000000e+02,3.30933808e-10,4.76010131e-01,5.01226093e-01,2.27637752e-02,1.03338428e+03
2.02000000e+02,1.90000000e+02,3.13729570e-10,4.82505904e-01,4.95277413e-01,2.22166832e-02,1.03926062e+03
2.04000000e+02,1.90000000e+02,2.97638775e-10,4.88959613e-01,4.89351410e-01,2.16889765e-02,1.04489075e+03
2.06000000e+02,1.90000000e+02,2.82571605e-10,4.95371583e-01,4.83449071e-01,2.11793455e-02,1.05028528e+03
2.08000000e+02,1.90000000e+02,2.68447625e-10,5.01741681e-01,4.77571773e-01,2.06865455e-02,1.05545471e+03
2.10000000e+02,1.90000000e+02,2.55193838e-10,5.08070297e-01,4.71720227e-01,2.02094754e-02,1.06040845e+03
2.12000000e+02,1.90000000e+02,2.42744519e-10,5.14356928e-01,4.65895969e-01,1.97471031e-02,1.06515649e+03
2.14000000e+02,1.90000000e+02,2.31039091e-10,5.20601687e-01,4.60099736e-01,1.92985768e-02,1.06970728e+03
2.16000000e+02,1.90000000e+02,2.20023236e-10,5.26804572e-01,4.54332377e-01,1.88630508e-02,1.07406958e+03
2.18000000e+02,1.90000000e+02,2.09647036e-10,5.32965076e-01,4.48595159e-01,1.84397643e-02,1.07825171e+03
2.20000000e+02,1.90000000e+02,1.99865166e-10,5.39082582e-01,4.42889350e-01,1.80280683e-02,1.08226086e+03
2.22000000e+02,1.90000000e+02,1.90636187e-10,5.45157398e-01,4.37215313e-01,1.76272886e-02,1.08610486e+03
2.24000000e+02,1.90000000e+02,1.81922033e-10,5.51188931e-01,4.31574147e-01,1.72369225e-02,1.08979102e+03
2.26000000e+02,1.90000000e+02,1.73687745e-10,5.57176951e-01,4.25966611e-01,1.68564384e-02,1.09332581e+03
2.28000000e+02,1.90000000e+02,1.65901418e-10,5.63121227e-01,4.20393433e-01,1.64853399e-02,1.09671582e+03
2.30000000e+02,1.90000000e+02,1.58533478e-10,5.69020775e-01,4.14855982e-01,1.61232435e-02,1.09996716e+03
2.32000000e+02,1.90000000e+02,1.51556864e-10,5.74875771e-01,4.09354488e-01,1.57697405e-02,1.10308582e+03
2.34000000e+02,1.90000000e+02,1.44946596e-10,5.80685800e-01,4.03889718e-01,1.54244819e-02,1.10607739e+03
2.36000000e+02,1.90000000e+02,1.38679360e-10,5.86449918e-01,3.98462963e-01,1.50871196e-02,1.10894739e+03
2.38000000e+02,1.90000000e+02,1.32734060e-10,5.92168272e-01,3.93074341e-01,1.47573868e-02,1.11170093e+03
2.40000000e+02,1.90000000e+02,1.27090602e-10,5.97839861e-01,3.87725126e-01,1.44350132e-02,1.11434302e+03
2.42000000e+02,1.90000000e+02,1.21731000e-10,6.03464741e-01,3.82415543e-01,1.41197161e-02,1.11687817e+03
2.44000000e+02,1.90000000e+02,1.16638005e-10,6.09042613e-01,3.77146128e-01,1.38112594e-02,1.11931104e+03
2.46000000e+02,1.90000000e+02,1.11795947e-10,6.14572589e-01,3.71917956e-01,1.35094545e-02,1.12164575e+03
2.48000000e+02,1.90000000e+02,1.07190069e-10,6.20054723e-01,3.66731195e-01,1.32140820e-02,1.12388672e+03
2.50000000e+02,1.90000000e+02,1.02806701e-10,6.25488287e-01,3.61586751e-01,1.29249619e-02,1.12603784e+03
2.52000000e+02,1.90000000e+02,9.86332266e-11,6.30873313e-01,3.56484782e-01,1.26419050e-02,1.12810266e+03
2.54000000e+02,1.90000000e+02,9.46577192e-11,6.36208957e-01,3.51426279e-01,1.23647640e-02,1.13008484e+03
2.56000000e+02,1.90000000e+02,9.08690831e-11,6.41495223e-01,3.46411399e-01,1.20933785e-02,1.13198792e+03
2.58000000e+02,1.90000000e+02,8.72569586e-11,6.46731695e-01,3.41440697e-01,1.18276082e-02,1.13381519e+03
2.60000000e+02,1.90000000e+02,8.38116729e-11,6.51917838e-01,3.36514841e-01,1.15673211e-02,1.13556982e+03
2.62000000e+02,1.90000000e+02,8.05241984e-11,6.57053624e-01,3.31633981e-01,1.13123951e-02,1.13725464e+03
2.64000000e+02,1.90000000e+02,7.73860559e-11,6.62138650e-01,3.26798651e-01,1.10626985e-02,1.13887292e+03
2.66000000e+02,1.90000000e+02,7.43893488e-11,6.67172910e-01,3.22008990e-01,1.08180998e-02,1.14042700e+03
2.68000000e+02,1.90000000e+02,7.15266180e-11,6.72155634e-01,3.17265848e-01,1.05785182e-02,1.14191980e+03
2.70000000e+02,1.90000000e+02,6.87908272e-11,6.77087265e-01,3.12568897e-01,1.03438371e-02,1.14335376e+03
2.72000000e+02,1.90000000e+02,6.61754401e-11,6.81967046e-01,3.07918998e-01,1.01139563e-02,1.14473132e+03
2.74000000e+02,1.90000000e+02,6.36743505e-11,6.86795265e-01,3.03315960e-01,9.88877557e-03,1.14605457e+03
2.76000000e+02,1.90000000e+02,6.12816811e-11,6.91571486e-01,2.98760320e-01,9.66819345e-03,1.14732617e+03
2.78000000e+02,1.90000000e+02,5.89919988e-11,6.96295464e-01,2.94252386e-01,9.45214944e-03,1.14854773e+03
2.80000000e+02,1.90000000e+02,5.68002104e-11,7.00967156e-01,2.89792318e-01,9.24052571e-03,1.14972192e+03
2.82000000e+02,1.90000000e+02,5.47014413e-11,7.05586959e-01,2.85379798e-01,9.03324209e-03,1.15085010e+03
2.84000000e+02,1.90000000e+02,5.26911327e-11,7.10154123e-01,2.81015639e-01,8.83023758e-03,1.15193433e+03
2.86000000e+02,1.90000000e+02,5.07650068e-11,7.14668931e-01,2.76699648e-01,8.63142107e-03,1.15297656e+03
2.88000000e+02,1.90000000e+02,4.89189418e-11,7.19131490e-01,2.72431807e-01,8.43670280e-03,1.15397827e+03
2.90000000e+02,1.90000000e+02,4.71492012e-11,7.23541398e-01,2.68212579e-01,8.24602257e-03,1.15494116e+03
2.92000000e+02,1.90000000e+02,4.54520831e-11,7.27899095e-01,2.64041602e-01,8.05930327e-03,1.15586682e+03
2.94000000e+02,1.90000000e+02,4.38241735e-11,7.32204115e-01,2.59919407e-01,7.87647753e-03,1.15675671e+03
2.96000000e+02,1.90000000e+02,4.22622805e-11,7.36457147e-01,2.55845396e-01,7.69745650e-03,1.15761243e+03
2.98000000e+02,1.90000000e+02,4.07633025e-11,7.40657786e-01,2.51820028e-01,7.52218573e-03,1.15843518e+03
3.00000000e+02,1.90000000e+02,3.93243459e-11,7.44806186e-01,2.47843217e-01,7.35059721e-03,1.15922632e+03
1.50000000e+02,2.30000000e+02,2.01913175e-09,3.17322152e-01,6.43516649e-01,3.91611987e-02,8.06015991e+02
1.52000000e+02,2.30000000e+02,1.84275417e-09,3.25457915e-01,6.37325421e-01,3.72166649e-02,8.25443970e+02
1.54000000e+02,2.30000000e+02,1.68759107e-09,3.33415104e-01,6.31159778e-01,3.54251179e-02,8.44014099e+02
1.56000000e+02,2.30000000e+02,1.55038982e-09,3.41210489e-01,6.25016939e-01,3.37725719e-02,8.61766052e+02
1.58000000e+02,2.30000000e+02,1.42849454e-09,3.48859179e-01,6.18894196e-01,3.22466257e-02,8.78737427e+02
1.60000000e+02,2.30000000e+02,1.31972622e-09,3.56374433e-01,6.12789730e-01,3.08358375e-02,8.94964233e+02
1.62000000e+02,2.30000000e+02,1.22227650e-09,3.63767628e-01,6.06702346e-01,2.95300268e-02,9.10480164e+02
1.64000000e+02,2.30000000e+02,1.13463627e-09,3.71048910e-01,6.00631187e-01,2.83199031e-02,9.25318176e+02
1.66000000e+02,2.30000000e+02,1.05554088e-09,3.78227068e-01,5.94575989e-01,2.71969434e-02,9.39508911e+02
1.68000000e+02,2.30000000e+02,9.83922166e-10,3.85310110e-01,5.88536469e-01,2.61534211e-02,9.53082031e+02
1.70000000e+02,2.30000000e+02,9.18872922e-10,3.92305256e-01,5.82512391e-01,2.51823522e-02,9.66065491e+02
1.72000000e+02,2.30000000e+02,8.59618876e-10,3.99217226e-01,5.76505480e-01,2.42772940e-02,9.78486145e+02
1.74000000e+02,2.30000000e+02,8.05496836e-10,4.06052722e-01,5.70514882e-01,2.34323962e-02,9.90369324e+02
1.76000000e+02,2.30000000e+02,7.55935703e-10,4.12815877e-01,5.64541788e-01,2.26423356e-02,1.00173944e+03
1.78000000e+02,2.30000000e+02,7.10441150e-10,4.19510622e-01,5.58587130e-01,2.19022478e-02,1.01261969e+03
1.80000000e+02,2.30000000e+02,6.68584799e-10,4.26140730e-01,5.52651509e-01,2.12077618e-02,1.02303210e+03
1.82000000e+02,2.30000000e+02,6.29992447e-10,4.32709733e-01,5.46735455e-01,2.05548124e-02,1.03299744e+03
1.84000000e+02,2.30000000e+02,5.94336913e-10,4.39220349e-01,5.40839871e-01,1.99397799e-02,1.04253613e+03
1.86000000e+02,2.30000000e+02,5.61331759e-10,4.45674879e-01,5.34965766e-01,1.93593550e-02,1.05166699e+03
1.88000000e+02,2.30000000e+02,5.30723798e-10,4.52075366e-01,5.29114111e-01,1.88105226e-02,1.06040833e+03
1.90000000e+02,2.30000000e+02,5.02290320e-10,4.58423838e-01,5.23285598e-01,1.82905641e-02,1.06877747e+03
1.92000000e+02,2.30000000e+02,4.75833484e-10,4.64722123e-01,5.17480865e-01,1.77970120e-02,1.07679089e+03
1.94000000e+02,2.30000000e+02,4.51177401e-10,4.70971860e-01,5.11700487e-01,1.73276522e-02,1.08446472e+03
1.96000000e+02,2.30000000e+02,4.28166336e-10,4.77173671e-01,5.05945898e-01,1.68804303e-02,1.09181360e+03
1.98000000e+02,2.30000000e+02,4.06659734e-10,4.83329020e-01,5.00217433e-01,1.64535473e-02,1.09885217e+03
2.00000000e+02,2.30000000e+02,3.86532861e-10,4.89438896e-01,4.94515760e-01,1.60453438e-02,1.10559399e+03
2.02000000e+02,2.30000000e+02,3.67673475e-10,4.95503977e-01,4.88841708e-01,1.56543152e-02,1.11205212e+03
2.04000000e+02,2.30000000e+02,3.49980350e-10,5.01525128e-01,4.83195738e-01,1.52791348e-02,1.11823914e+03
2.06000000e+02,2.30000000e+02,3.33362227e-10,5.07502610e-01,4.77578850e-01,1.49185398e-02,1.12416687e+03
2.08000000e+02,2.30000000e+02,3.17736892e-10,5.13437048e-01,4.71991466e-01,1.45714865e-02,1.12984680e+03
2.10000000e+02,2.30000000e+02,3.03029574e-10,5.19328775e-01,4.66434285e-01,1.42369404e-02,1.13528943e+03
2.12000000e+02,2.30000000e+02,2.89172852e-10,5.25177938e-01,4.60908060e-01,1.39140019e-02,1.14050549e+03
2.14000000e+02,2.30000000e+02,2.76104750e-10,5.30985079e-01,4.55413026e-01,1.36018949e-02,1.14550452e+03
2.16000000e+02,2.30000000e+02,2.63769478e-10,5.36750089e-01,4.49950064e-01,1.32998474e-02,1.15029614e+03
2.18000000e+02,2.30000000e+02,2.52115551e-10,5.42473216e-01,4.44519569e-01,1.30072149e-02,1.15488928e+03
2.20000000e+02,2.30000000e+02,2.41096448e-10,5.48154353e-01,4.39122245e-01,1.27234021e-02,1.15929260e+03
2.22000000e+02,2.30000000e+02,2.30668928e-10,5.53793834e-01,4.33758319e-01,1.24478475e-02,1.16351428e+03
2.24000000e+02,2.30000000e+02,2.20794147e-10,5.59391328e-01,4.28428609e-01,1.21800631e-02,1.16756189e+03
2.26000000e+02,2.30000000e+02,2.11435439e-10,5.64946751e-01,4.23133638e-01,1.19196107e-02,1.17144348e+03
2.28000000e+02,2.30000000e+02,2.02559872e-10,5.70460176e-01,4.17873740e-01,1.16660842e-02,1.17516565e+03
2.30000000e+02,2.30000000e+02,1.94136776e-10,5.75931320e-01,4.12649571e-01,1.14191092e-02,1.17873547e+03
2.32000000e+02,2.30000000e+02,1.86137758e-10,5.81360435e-01,4.07461191e-01,1.11783734e-02,1.18215930e+03
2.34000000e+02,2.30000000e+02,1.78536852e-10,5.86747086e-01,4.02309377e-01,1.09435365e-02,1.18544360e+03
2.36000000e+02,2.30000000e+02,1.71309716e-10,5.92090765e-01,3.97194874e-01,1.07143611e-02,1.18859412e+03
2.38000000e+02,2.30000000e+02,1.64434036e-10,5.97392013e-01,3.92117424e-01,1.04905627e-02,1.19161694e+03
2.40000000e+02,2.30000000e+02,1.57889132e-10,6.02649816e-01,3.87078244e-01,1.02719391e-02,1.19451672e+03
2.42000000e+02,2.30000000e+02,1.51655716e-10,6.07864780e-01,3.82076980e-01,1.00582403e-02,1.19729944e+03
2.44000000e+02,2.30000000e+02,1.45715690e-10,6.13036554e-01,3.77114138e-01,9.84930810e-03,1.19996960e+03
2.46000000e+02,2.30000000e+02,1.40052553e-10,6.18164509e-01,3.72190533e-01,9.64495769e-03,1.20253210e+03
2.48000000e+02,2.30000000e+02,1.34650610e-10,6.23248659e-01,3.67306327e-01,9.44501358e-03,1.20499133e+03
2.50000000e+02,2.30000000e+02,1.29495498e-10,6.28288885e-01,3.62461779e-01,9.24933631e-03,1.20735193e+03
2.52000000e+02,2.30000000e+02,1.24573712e-10,6.33285162e-01,3.57657063e-01,9.05777471e-03,1.20961792e+03
2.54000000e+02,2.30000000e+02,1.19872515e-10,6.38237175e-01,3.52892611e-01,8.87021429e-03,1.21179309e+03
2.56000000e+02,2.30000000e+02,1.15380108e-10,6.43144345e-01,3.48169139e-01,8.68651671e-03,1.21388147e+03
2.58000000e+02,2.30000000e+02,1.11085550e-10,6.48007042e-01,3.43486374e-01,8.50658397e-03,1.21588647e+03
2.60000000e+02,2.30000000e+02,1.06978280e-10,6.52824725e-01,3.38844958e-01,8.33031758e-03,1.21781165e+03
2.62000000e+02,2.30000000e+02,1.03048792e-10,6.57597612e-01,3.34244790e-01,8.15759782e-03,1.21966028e+03
2.64000000e+02,2.30000000e+02,9.92878349e-11,6.62325011e-01,3.29686639e-01,7.98834948e-03,1.22143567e+03
2.66000000e+02,2.30000000e+02,9.56869028e-11,6.67007440e-01,3.25170081e-01,7.82247901e-03,1.22314075e+03
2.68000000e+02,2.30000000e+02,9.22379326e-11,6.71644299e-01,3.20695784e-01,7.65991659e-03,1.22477844e+03
2.70000000e+02,2.30000000e+02,8.89333052e-11,6.76235473e-01,3.16263959e-01,7.50056800e-03,1.22635168e+03
2.72000000e+02,2.30000000e+02,8.57660609e-11,6.80781462e-01,3.11874161e-01,7.34437712e-03,1.22786267e+03
2.74000000e+02,2.30000000e+02,8.27293373e-11,6.85281346e-01,3.07527397e-01,7.19125736e-03,1.22931458e+03
2.76000000e+02,2.30000000e+02,7.98168892e-11,6.89735623e-01,3.03223226e-01,7.04115090e-03,1.23070935e+03
2.78000000e+02,2.30000000e+02,7.70227770e-11,6.94144156e-01,2.98961844e-01,6.89400018e-03,1.23204956e+03
2.80000000e+02,2.30000000e+02,7.43413248e-11,6.98506604e-01,2.94743658e-01,6.74973770e-03,1.23333752e+03
2.82000000e+02,2.30000000e+02,7.17672519e-11,7.02823308e-01,2.90568383e-01,6.60830846e-03,1.23457507e+03
2.84000000e+02,2.30000000e+02,6.92955485e-11,7.07093644e-01,2.86436701e-01,6.46965477e-03,1.23576440e+03
2.86000000e+02,2.30000000e+02,6.69215031e-11,7.11318520e-01,2.82347762e-01,6.33371775e-03,1.23690747e+03
2.88000000e+02,2.30000000e+02,6.46405499e-11,7.15497231e-01,2.78302312e-01,6.20045703e-03,1.23800610e+03
2.90000000e+02,2.30000000e+02,6.24485533e-11,7.19630143e-01,2.74300048e-01,6.06980862e-03,1.23906226e+03
2.92000000e+02,2.30000000e+02,6.03414055e-11,7.23717038e-01,2.70341228e-01,5.94173453e-03,1.24007776e+03
2.94000000e+02,2.30000000e+02,5.83153387e-11,7.27758133e-01,2.66425684e-01,5.81618362e-03,1.24105371e+03
2.96000000e+02,2.30000000e+02,5.63667377e-11,7.31753447e-01,2.62553448e-01,5.69310575e-03,1.24199219e+03
2.98000000e+02,2.30000000e+02,5.44921955e-11,7.35703262e-01,2.58724279e-01,5.57245897e-03,1.24289453e+03
3.00000000e+02,2.30000000e+02,5.26884647e-11,7.39607316e-01,2.54938487e-01,5.45419723e-03,1.24376208e+03
