# Song, Cho, Karwasz, Kokoouline & Tennyson, J. Phys. Chem. Ref. Data 52, 023104 (2023), doi:10.1063/5.0150618,
# Fig. 19, vector paths from the NSF Public Access Repository copy https://par.nsf.gov/servlets/purl/10526876
# (sha256 f35b73d1f5f11291e6d844cdd8e324f99b6f5b17a9661d2568fca59e9604875d); extracted by scripts/chemistry/n2_domain_extension_requirements.py --extract-fig19.
# Frame: x log10 from ticks 10 eV (x=348.774 pt) and 1000 eV (534.467 pt); y linear from ticks 0.0 (223.626 pt)
# and 3.0 (86.866 pt) in 1e-16 cm^2. Series identified by the figure LEGEND (Majeed = green dashed, Kawaguchi =
# magenta solid); the caption says the reverse (broken/solid) - the text (Kawaguchi 'somewhat lower', Majeed uses
# Cosby) agrees with the legend. Markers: bounding-box centre (anchor ambiguity <= 0.5 pt ~ 0.011e-16 cm^2).
# Evidence: digitized (vector) from a secondary figure; MS1997/Kawaguchi primaries not accessed (abstract only).
series,x_pt,y_pt,E_eV,sigma_1e-16cm2
Kawaguchi2021_curve,373.7372,210.5671,18.5723,0.28646
Kawaguchi2021_curve,373.9133,210.3038,18.6536,0.29224
Kawaguchi2021_curve,374.0919,210.0403,18.7364,0.29802
Kawaguchi2021_curve,374.2724,209.7769,18.8204,0.30380
Kawaguchi2021_curve,374.4543,209.5139,18.9055,0.30957
Kawaguchi2021_curve,374.6370,209.2517,18.9914,0.31532
Kawaguchi2021_curve,374.8201,208.9906,19.0778,0.32105
Kawaguchi2021_curve,375.0030,208.7307,19.1645,0.32675
Kawaguchi2021_curve,375.1851,208.4726,19.2513,0.33241
Kawaguchi2021_curve,375.3660,208.2163,19.3379,0.33803
Kawaguchi2021_curve,375.5452,207.9624,19.4240,0.34360
Kawaguchi2021_curve,375.7220,207.7110,19.5093,0.34912
Kawaguchi2021_curve,375.8030,207.5510,19.5486,0.35263
Kawaguchi2021_curve,375.9640,207.3100,19.6268,0.35791
Kawaguchi2021_curve,376.0430,207.1500,19.6653,0.36142
Kawaguchi2021_curve,376.2030,206.9910,19.7435,0.36491
Kawaguchi2021_curve,376.2820,206.8310,19.7822,0.36842
Kawaguchi2021_curve,376.4420,206.5910,19.8608,0.37368
Kawaguchi2021_curve,376.5833,206.3847,19.9305,0.37821
Kawaguchi2021_curve,376.7200,206.1783,19.9982,0.38274
Kawaguchi2021_curve,376.8530,205.9719,20.0643,0.38726
Kawaguchi2021_curve,376.9833,205.7654,20.1292,0.39179
Kawaguchi2021_curve,377.1117,205.5589,20.1934,0.39632
Kawaguchi2021_curve,377.2394,205.3523,20.2575,0.40086
Kawaguchi2021_curve,377.3672,205.1456,20.3218,0.40539
Kawaguchi2021_curve,377.4961,204.9389,20.3869,0.40992
Kawaguchi2021_curve,377.6271,204.7322,20.4532,0.41446
Kawaguchi2021_curve,377.7611,204.5255,20.5213,0.41899
Kawaguchi2021_curve,377.8990,204.3188,20.5916,0.42353
Kawaguchi2021_curve,378.0420,204.1120,20.6647,0.42806
Kawaguchi2021_curve,378.1230,203.9520,20.7063,0.43157
Kawaguchi2021_curve,378.2020,203.7920,20.7469,0.43508
Kawaguchi2021_curve,378.3620,203.6320,20.8294,0.43859
Kawaguchi2021_curve,378.4272,203.4816,20.8631,0.44189
Kawaguchi2021_curve,378.4849,203.3626,20.8930,0.44450
Kawaguchi2021_curve,378.5364,203.2698,20.9197,0.44654
Kawaguchi2021_curve,378.5830,203.1978,20.9439,0.44812
Kawaguchi2021_curve,378.6258,203.1416,20.9661,0.44935
Kawaguchi2021_curve,378.6660,203.0960,20.9870,0.45035
Kawaguchi2021_curve,378.7049,203.0557,21.0073,0.45124
Kawaguchi2021_curve,378.7437,203.0155,21.0275,0.45212
Kawaguchi2021_curve,378.7836,202.9702,21.0483,0.45311
Kawaguchi2021_curve,378.8258,202.9147,21.0704,0.45433
Kawaguchi2021_curve,378.8715,202.8437,21.0942,0.45589
Kawaguchi2021_curve,378.9220,202.7520,21.1207,0.45790
Kawaguchi2021_curve,379.0010,202.5920,21.1621,0.46141
Kawaguchi2021_curve,379.1610,202.4310,21.2462,0.46494
Kawaguchi2021_curve,379.2125,202.3195,21.2734,0.46738
Kawaguchi2021_curve,379.2599,202.2299,21.2984,0.46935
Kawaguchi2021_curve,379.3043,202.1574,21.3219,0.47094
Kawaguchi2021_curve,379.3466,202.0970,21.3443,0.47227
Kawaguchi2021_curve,379.3878,202.0440,21.3661,0.47343
Kawaguchi2021_curve,379.4286,201.9935,21.3877,0.47454
Kawaguchi2021_curve,379.4702,201.9406,21.4098,0.47570
Kawaguchi2021_curve,379.5134,201.8806,21.4327,0.47701
Kawaguchi2021_curve,379.5591,201.8086,21.4570,0.47859
Kawaguchi2021_curve,379.6083,201.7197,21.4832,0.48054
Kawaguchi2021_curve,379.6620,201.6091,21.5119,0.48297
Kawaguchi2021_curve,379.7210,201.4720,21.5434,0.48598
Kawaguchi2021_curve,379.8810,201.3120,21.6290,0.48949
Kawaguchi2021_curve,379.9620,201.1520,21.6725,0.49300
Kawaguchi2021_curve,380.1220,200.9920,21.7587,0.49650
Kawaguchi2021_curve,380.2010,200.8320,21.8014,0.50001
Kawaguchi2021_curve,380.2810,200.5930,21.8446,0.50526
Kawaguchi2021_curve,380.4410,200.4319,21.9315,0.50879
Kawaguchi2021_curve,380.4787,200.3407,21.9520,0.51079
Kawaguchi2021_curve,380.5234,200.2545,21.9764,0.51268
Kawaguchi2021_curve,380.5738,200.1724,22.0038,0.51448
Kawaguchi2021_curve,380.6287,200.0935,22.0338,0.51621
Kawaguchi2021_curve,380.6869,200.0170,22.0657,0.51789
Kawaguchi2021_curve,380.7471,199.9418,22.0986,0.51954
Kawaguchi2021_curve,380.8081,199.8673,22.1321,0.52118
Kawaguchi2021_curve,380.8687,199.7924,22.1654,0.52282
Kawaguchi2021_curve,380.9274,199.7163,22.1977,0.52449
Kawaguchi2021_curve,380.9833,199.6382,22.2284,0.52620
Kawaguchi2021_curve,381.0349,199.5570,22.2569,0.52798
Kawaguchi2021_curve,381.0810,199.4720,22.2824,0.52985
Kawaguchi2021_curve,381.2420,199.3130,22.3715,0.53334
Kawaguchi2021_curve,381.3210,199.1520,22.4154,0.53687
Kawaguchi2021_curve,381.3695,199.0619,22.4424,0.53884
Kawaguchi2021_curve,381.4252,198.9762,22.4734,0.54072
Kawaguchi2021_curve,381.4861,198.8939,22.5074,0.54253
Kawaguchi2021_curve,381.5505,198.8137,22.5433,0.54429
Kawaguchi2021_curve,381.6164,198.7345,22.5802,0.54603
Kawaguchi2021_curve,381.6819,198.6552,22.6169,0.54777
Kawaguchi2021_curve,381.7451,198.5747,22.6524,0.54953
Kawaguchi2021_curve,381.8042,198.4916,22.6856,0.55135
Kawaguchi2021_curve,381.8572,198.4050,22.7155,0.55325
Kawaguchi2021_curve,381.9023,198.3136,22.7409,0.55526
Kawaguchi2021_curve,381.9375,198.2163,22.7607,0.55739
Kawaguchi2021_curve,381.9610,198.1120,22.7740,0.55968
Kawaguchi2021_curve,382.1210,197.9529,22.8646,0.56317
Kawaguchi2021_curve,382.2010,197.7940,22.9100,0.56666
Kawaguchi2021_curve,382.2800,197.6340,22.9549,0.57017
Kawaguchi2021_curve,382.4212,197.4531,23.0354,0.57413
Kawaguchi2021_curve,382.5649,197.2582,23.1177,0.57841
Kawaguchi2021_curve,382.7101,197.0516,23.2010,0.58294
Kawaguchi2021_curve,382.8562,196.8359,23.2853,0.58767
Kawaguchi2021_curve,383.0024,196.6134,23.3698,0.59255
Kawaguchi2021_curve,383.1478,196.3867,23.4543,0.59753
Kawaguchi2021_curve,383.2916,196.1582,23.5381,0.60254
Kawaguchi2021_curve,383.4331,195.9304,23.6208,0.60754
Kawaguchi2021_curve,383.5715,195.7057,23.7020,0.61247
Kawaguchi2021_curve,383.7060,195.4866,23.7812,0.61727
Kawaguchi2021_curve,383.8358,195.2756,23.8579,0.62190
Kawaguchi2021_curve,383.9600,195.0750,23.9315,0.62630
Kawaguchi2021_curve,384.0400,194.9150,23.9790,0.62981
Kawaguchi2021_curve,384.2000,194.7549,24.0743,0.63332
Kawaguchi2021_curve,384.2800,194.6740,24.1222,0.63510
Kawaguchi2021_curve,384.3600,194.5130,24.1701,0.63863
Kawaguchi2021_curve,384.4400,194.3540,24.2181,0.64212
Kawaguchi2021_curve,384.5200,194.1950,24.2662,0.64561
Kawaguchi2021_curve,384.6810,194.0350,24.3632,0.64912
Kawaguchi2021_curve,384.7600,193.8750,24.4110,0.65263
Kawaguchi2021_curve,384.8390,193.7940,24.4589,0.65440
Kawaguchi2021_curve,384.8572,193.7506,24.4699,0.65535
Kawaguchi2021_curve,384.8859,193.7011,24.4874,0.65644
Kawaguchi2021_curve,384.9233,193.6465,24.5101,0.65764
Kawaguchi2021_curve,384.9673,193.5875,24.5368,0.65893
Kawaguchi2021_curve,385.0159,193.5253,24.5664,0.66030
Kawaguchi2021_curve,385.0671,193.4606,24.5976,0.66172
Kawaguchi2021_curve,385.1191,193.3945,24.6294,0.66317
Kawaguchi2021_curve,385.1697,193.3278,24.6603,0.66463
Kawaguchi2021_curve,385.2171,193.2615,24.6893,0.66608
Kawaguchi2021_curve,385.2593,193.1964,24.7152,0.66751
Kawaguchi2021_curve,385.2943,193.1337,24.7366,0.66889
Kawaguchi2021_curve,385.3200,193.0740,24.7524,0.67020
Kawaguchi2021_curve,385.4800,192.9150,24.8508,0.67368
Kawaguchi2021_curve,385.5590,192.8350,24.8996,0.67544
Kawaguchi2021_curve,385.6052,192.7725,24.9281,0.67681
Kawaguchi2021_curve,385.6532,192.7108,24.9578,0.67816
Kawaguchi2021_curve,385.7027,192.6499,24.9884,0.67950
Kawaguchi2021_curve,385.7538,192.5897,25.0201,0.68082
Kawaguchi2021_curve,385.8062,192.5299,25.0527,0.68213
Kawaguchi2021_curve,385.8599,192.4705,25.0861,0.68343
Kawaguchi2021_curve,385.9146,192.4113,25.1201,0.68473
Kawaguchi2021_curve,385.9702,192.3523,25.1548,0.68603
Kawaguchi2021_curve,386.0266,192.2933,25.1900,0.68732
Kawaguchi2021_curve,386.0836,192.2342,25.2256,0.68862
Kawaguchi2021_curve,386.1411,192.1748,25.2616,0.68992
Kawaguchi2021_curve,386.1990,192.1150,25.2979,0.69123
Kawaguchi2021_curve,386.2790,191.9550,25.3482,0.69474
Kawaguchi2021_curve,386.4390,191.8750,25.4489,0.69650
Kawaguchi2021_curve,386.5190,191.7950,25.4995,0.69825
Kawaguchi2021_curve,386.6688,191.6444,25.5944,0.70156
Kawaguchi2021_curve,386.8194,191.4973,25.6902,0.70478
Kawaguchi2021_curve,386.9712,191.3534,25.7870,0.70794
Kawaguchi2021_curve,387.1243,191.2128,25.8851,0.71102
Kawaguchi2021_curve,387.2792,191.0754,25.9848,0.71404
Kawaguchi2021_curve,387.4361,190.9410,26.0861,0.71699
Kawaguchi2021_curve,387.5954,190.8096,26.1893,0.71987
Kawaguchi2021_curve,387.7574,190.6811,26.2948,0.72269
Kawaguchi2021_curve,387.9223,190.5555,26.4025,0.72544
Kawaguchi2021_curve,388.0905,190.4327,26.5129,0.72814
Kawaguchi2021_curve,388.2623,190.3125,26.6261,0.73077
Kawaguchi2021_curve,388.4380,190.1950,26.7424,0.73335
Kawaguchi2021_curve,388.5190,190.0359,26.7961,0.73684
Kawaguchi2021_curve,388.6790,189.9550,26.9027,0.73862
Kawaguchi2021_curve,388.7580,189.8760,26.9554,0.74035
Kawaguchi2021_curve,388.9190,189.7950,27.0633,0.74212
Kawaguchi2021_curve,388.9980,189.7160,27.1163,0.74386
Kawaguchi2021_curve,389.1580,189.6360,27.2242,0.74561
Kawaguchi2021_curve,389.2390,189.4740,27.2789,0.74917
Kawaguchi2021_curve,389.3990,189.3960,27.3874,0.75088
Kawaguchi2021_curve,389.5570,189.3160,27.4949,0.75263
Kawaguchi2021_curve,389.6390,189.2350,27.5509,0.75441
Kawaguchi2021_curve,389.7990,189.1560,27.6604,0.75614
Kawaguchi2021_curve,389.8780,189.0760,27.7146,0.75790
Kawaguchi2021_curve,390.0380,188.9160,27.8248,0.76141
Kawaguchi2021_curve,390.0958,188.8667,27.8647,0.76249
Kawaguchi2021_curve,390.1564,188.8210,27.9066,0.76349
Kawaguchi2021_curve,390.2190,188.7780,27.9500,0.76443
Kawaguchi2021_curve,390.2829,188.7368,27.9943,0.76534
Kawaguchi2021_curve,390.3474,188.6964,28.0392,0.76622
Kawaguchi2021_curve,390.4119,188.6559,28.0840,0.76711
Kawaguchi2021_curve,390.4756,188.6142,28.1284,0.76803
Kawaguchi2021_curve,390.5378,188.5705,28.1719,0.76899
Kawaguchi2021_curve,390.5978,188.5238,28.2138,0.77001
Kawaguchi2021_curve,390.6550,188.4731,28.2539,0.77112
Kawaguchi2021_curve,390.7087,188.4175,28.2915,0.77234
Kawaguchi2021_curve,390.7580,188.3560,28.3261,0.77369
Kawaguchi2021_curve,390.9180,188.2759,28.4387,0.77545
Kawaguchi2021_curve,390.9970,188.1950,28.4945,0.77722
Kawaguchi2021_curve,391.1570,188.1160,28.6078,0.77896
Kawaguchi2021_curve,391.2380,188.0370,28.6653,0.78069
Kawaguchi2021_curve,391.3110,188.0053,28.7173,0.78138
Kawaguchi2021_curve,391.3813,187.9700,28.7674,0.78216
Kawaguchi2021_curve,391.4493,187.9318,28.8159,0.78300
Kawaguchi2021_curve,391.5156,187.8912,28.8634,0.78389
Kawaguchi2021_curve,391.5806,187.8489,28.9099,0.78482
Kawaguchi2021_curve,391.6446,187.8055,28.9558,0.78577
Kawaguchi2021_curve,391.7083,187.7616,29.0016,0.78673
Kawaguchi2021_curve,391.7721,187.7178,29.0476,0.78769
Kawaguchi2021_curve,391.8364,187.6748,29.0939,0.78863
Kawaguchi2021_curve,391.9017,187.6330,29.1411,0.78955
Kawaguchi2021_curve,391.9684,187.5932,29.1893,0.79042
Kawaguchi2021_curve,392.0370,187.5560,29.2390,0.79124
Kawaguchi2021_curve,392.1970,187.4750,29.3553,0.79302
Kawaguchi2021_curve,392.2770,187.3960,29.4136,0.79475
Kawaguchi2021_curve,392.3684,187.3560,29.4803,0.79563
Kawaguchi2021_curve,392.4514,187.3160,29.5410,0.79650
Kawaguchi2021_curve,392.5277,187.2760,29.5970,0.79738
Kawaguchi2021_curve,392.5987,187.2360,29.6492,0.79826
Kawaguchi2021_curve,392.6659,187.1960,29.6986,0.79914
Kawaguchi2021_curve,392.7308,187.1560,29.7465,0.80001
Kawaguchi2021_curve,392.7949,187.1160,29.7938,0.80089
Kawaguchi2021_curve,392.8597,187.0760,29.8417,0.80177
Kawaguchi2021_curve,392.9267,187.0360,29.8913,0.80265
Kawaguchi2021_curve,392.9974,186.9960,29.9438,0.80352
Kawaguchi2021_curve,393.0734,186.9560,30.0003,0.80440
Kawaguchi2021_curve,393.1560,186.9160,30.0618,0.80528
Kawaguchi2021_curve,393.3170,186.9160,30.1821,0.80528
Kawaguchi2021_curve,393.3960,186.8370,30.2412,0.80701
Kawaguchi2021_curve,393.5560,186.7560,30.3615,0.80879
Kawaguchi2021_curve,393.7170,186.7560,30.4830,0.80879
Kawaguchi2021_curve,393.8760,186.6770,30.6034,0.81052
Kawaguchi2021_curve,394.0370,186.5970,30.7258,0.81228
Kawaguchi2021_curve,394.1970,186.5970,30.8480,0.81228
Kawaguchi2021_curve,394.3570,186.5160,30.9706,0.81405
Kawaguchi2021_curve,394.4244,186.4919,31.0224,0.81458
Kawaguchi2021_curve,394.4981,186.4672,31.0792,0.81512
Kawaguchi2021_curve,394.5769,186.4425,31.1400,0.81567
Kawaguchi2021_curve,394.6597,186.4180,31.2040,0.81620
Kawaguchi2021_curve,394.7451,186.3942,31.2702,0.81673
Kawaguchi2021_curve,394.8320,186.3714,31.3376,0.81723
Kawaguchi2021_curve,394.9192,186.3499,31.4055,0.81770
Kawaguchi2021_curve,395.0054,186.3303,31.4727,0.81813
Kawaguchi2021_curve,395.0894,186.3128,31.5383,0.81851
Kawaguchi2021_curve,395.1700,186.2978,31.6014,0.81884
Kawaguchi2021_curve,395.2459,186.2858,31.6610,0.81910
Kawaguchi2021_curve,395.3160,186.2770,31.7160,0.81930
Kawaguchi2021_curve,395.4760,186.1960,31.8421,0.82107
Kawaguchi2021_curve,395.6370,186.1960,31.9695,0.82107
Kawaguchi2021_curve,395.7960,186.1170,32.0958,0.82281
Kawaguchi2021_curve,396.1150,186.1170,32.3508,0.82281
Kawaguchi2021_curve,396.2760,186.0359,32.4802,0.82459
Kawaguchi2021_curve,396.4350,186.0359,32.6085,0.82459
Kawaguchi2021_curve,396.6750,185.9570,32.8032,0.82632
Kawaguchi2021_curve,396.9950,185.9570,33.0645,0.82632
Kawaguchi2021_curve,397.1550,185.8780,33.1960,0.82805
Kawaguchi2021_curve,397.4186,185.8412,33.4137,0.82886
Kawaguchi2021_curve,397.6845,185.8029,33.6348,0.82970
Kawaguchi2021_curve,397.9521,185.7629,33.8588,0.83057
Kawaguchi2021_curve,398.2211,185.7212,34.0854,0.83149
Kawaguchi2021_curve,398.4908,185.6776,34.3141,0.83245
Kawaguchi2021_curve,398.7606,185.6322,34.5445,0.83344
Kawaguchi2021_curve,399.0302,185.5849,34.7762,0.83448
Kawaguchi2021_curve,399.2989,185.5355,35.0088,0.83556
Kawaguchi2021_curve,399.5663,185.4840,35.2417,0.83669
Kawaguchi2021_curve,399.8318,185.4303,35.4745,0.83787
Kawaguchi2021_curve,400.0949,185.3743,35.7067,0.83910
Kawaguchi2021_curve,400.3550,185.3160,35.9378,0.84038
Kawaguchi2021_curve,400.5150,185.3160,36.0807,0.84038
Kawaguchi2021_curve,400.7550,185.2370,36.2961,0.84211
Kawaguchi2021_curve,400.9140,185.2370,36.4395,0.84211
Kawaguchi2021_curve,401.1540,185.1580,36.6570,0.84384
Kawaguchi2021_curve,401.3140,185.1580,36.8027,0.84384
Kawaguchi2021_curve,401.4125,185.1242,36.8928,0.84458
Kawaguchi2021_curve,401.5126,185.0970,36.9845,0.84518
Kawaguchi2021_curve,401.6140,185.0749,37.0776,0.84567
Kawaguchi2021_curve,401.7162,185.0563,37.1717,0.84607
Kawaguchi2021_curve,401.8189,185.0396,37.2665,0.84644
Kawaguchi2021_curve,401.9215,185.0231,37.3614,0.84680
Kawaguchi2021_curve,402.0237,185.0052,37.4562,0.84720
Kawaguchi2021_curve,402.1251,184.9843,37.5505,0.84765
Kawaguchi2021_curve,402.2253,184.9587,37.6440,0.84822
Kawaguchi2021_curve,402.3237,184.9269,37.7359,0.84891
Kawaguchi2021_curve,402.4201,184.8872,37.8263,0.84978
Kawaguchi2021_curve,402.5140,184.8380,37.9145,0.85086
Kawaguchi2021_curve,402.7540,184.8380,38.1408,0.85086
Kawaguchi2021_curve,402.9140,184.7570,38.2924,0.85264
Kawaguchi2021_curve,403.1530,184.7570,38.5201,0.85264
Kawaguchi2021_curve,403.3130,184.6780,38.6732,0.85437
Kawaguchi2021_curve,403.5530,184.6780,38.9041,0.85437
Kawaguchi2021_curve,403.7130,184.5960,39.0588,0.85617
Kawaguchi2021_curve,403.8730,184.5170,39.2141,0.85790
Kawaguchi2021_curve,404.1130,184.5170,39.4482,0.85790
Kawaguchi2021_curve,404.2720,184.4370,39.6040,0.85966
Kawaguchi2021_curve,404.4330,184.4370,39.7625,0.85966
Kawaguchi2021_curve,404.5930,184.3570,39.9206,0.86141
Kawaguchi2021_curve,404.8142,184.2968,40.1402,0.86273
Kawaguchi2021_curve,405.0356,184.2324,40.3612,0.86415
Kawaguchi2021_curve,405.2572,184.1644,40.5836,0.86564
Kawaguchi2021_curve,405.4787,184.0933,40.8071,0.86720
Kawaguchi2021_curve,405.7000,184.0197,41.0317,0.86881
Kawaguchi2021_curve,405.9210,183.9440,41.2572,0.87047
Kawaguchi2021_curve,406.1415,183.8668,41.4834,0.87217
Kawaguchi2021_curve,406.3613,183.7887,41.7102,0.87388
Kawaguchi2021_curve,406.5803,183.7101,41.9373,0.87560
Kawaguchi2021_curve,406.7984,183.6316,42.1648,0.87733
Kawaguchi2021_curve,407.0153,183.5537,42.3922,0.87904
Kawaguchi2021_curve,407.2310,183.4770,42.6196,0.88072
Kawaguchi2021_curve,407.3910,183.3970,42.7890,0.88247
Kawaguchi2021_curve,407.4720,183.3970,42.8751,0.88247
Kawaguchi2021_curve,407.6320,183.3170,43.0455,0.88423
Kawaguchi2021_curve,407.7920,183.2380,43.2167,0.88596
Kawaguchi2021_curve,407.9510,183.1570,43.3874,0.88774
Kawaguchi2021_curve,408.1110,183.0779,43.5599,0.88947
Kawaguchi2021_curve,408.2710,183.0779,43.7331,0.88947
Kawaguchi2021_curve,408.4310,182.9980,43.9070,0.89123
Kawaguchi2021_curve,408.5920,182.9170,44.0826,0.89300
Kawaguchi2021_curve,408.6710,182.8390,44.1691,0.89471
Kawaguchi2021_curve,408.8310,182.7580,44.3447,0.89649
Kawaguchi2021_curve,408.9910,182.7580,44.5210,0.89649
Kawaguchi2021_curve,409.3110,182.5980,44.8757,0.90000
Kawaguchi2021_curve,409.4720,182.5180,45.0553,0.90175
Kawaguchi2021_curve,409.6320,182.4370,45.2344,0.90353
Kawaguchi2021_curve,409.7910,182.3570,45.4131,0.90529
Kawaguchi2021_curve,409.9500,182.2780,45.5926,0.90702
Kawaguchi2021_curve,410.0626,182.2165,45.7201,0.90837
Kawaguchi2021_curve,410.1520,182.1739,45.8215,0.90930
Kawaguchi2021_curve,410.2234,182.1460,45.9027,0.90992
Kawaguchi2021_curve,410.2818,182.1287,45.9693,0.91029
Kawaguchi2021_curve,410.3326,182.1179,46.0272,0.91053
Kawaguchi2021_curve,410.3810,182.1095,46.0825,0.91072
Kawaguchi2021_curve,410.4321,182.0993,46.1409,0.91094
Kawaguchi2021_curve,410.4912,182.0832,46.2086,0.91129
Kawaguchi2021_curve,410.5634,182.0572,46.2914,0.91186
Kawaguchi2021_curve,410.6540,182.0171,46.3956,0.91274
Kawaguchi2021_curve,410.7681,181.9587,46.5270,0.91402
Kawaguchi2021_curve,410.9110,181.8780,46.6922,0.91579
Kawaguchi2021_curve,411.0710,181.7990,46.8778,0.91753
Kawaguchi2021_curve,411.2300,181.7190,47.0631,0.91928
Kawaguchi2021_curve,411.3900,181.6370,47.2502,0.92108
Kawaguchi2021_curve,411.6371,181.5394,47.5406,0.92322
Kawaguchi2021_curve,411.8826,181.4439,47.8309,0.92532
Kawaguchi2021_curve,412.1270,181.3506,48.1217,0.92736
Kawaguchi2021_curve,412.3707,181.2594,48.4135,0.92936
Kawaguchi2021_curve,412.6142,181.1702,48.7067,0.93132
Kawaguchi2021_curve,412.8580,181.0830,49.0021,0.93323
Kawaguchi2021_curve,413.1024,180.9977,49.3000,0.93510
Kawaguchi2021_curve,413.3479,180.9142,49.6011,0.93694
Kawaguchi2021_curve,413.5950,180.8326,49.9059,0.93873
Kawaguchi2021_curve,413.8441,180.7527,50.2152,0.94048
Kawaguchi2021_curve,414.0956,180.6745,50.5294,0.94219
Kawaguchi2021_curve,414.3500,180.5980,50.8492,0.94387
Kawaguchi2021_curve,414.5090,180.5980,51.0501,0.94387
Kawaguchi2021_curve,414.7500,180.5180,51.3561,0.94563
Kawaguchi2021_curve,414.9100,180.4380,51.5603,0.94738
Kawaguchi2021_curve,415.1490,180.4380,51.8668,0.94738
Kawaguchi2021_curve,415.3890,180.3580,52.1765,0.94914
Kawaguchi2021_curve,415.6300,180.3580,52.4892,0.94914
Kawaguchi2021_curve,415.7880,180.2790,52.6953,0.95087
Kawaguchi2021_curve,416.0290,180.1980,53.0112,0.95265
Kawaguchi2021_curve,416.2690,180.1980,53.3277,0.95265
Kawaguchi2021_curve,416.4290,180.1190,53.5397,0.95438
Kawaguchi2021_curve,416.6680,180.1190,53.8580,0.95438
Kawaguchi2021_curve,416.9090,180.0380,54.1808,0.95616
Kawaguchi2021_curve,417.1480,180.0380,54.5029,0.95616
Kawaguchi2021_curve,417.2617,180.0315,54.6568,0.95630
Kawaguchi2021_curve,417.3744,180.0184,54.8098,0.95659
Kawaguchi2021_curve,417.4864,180.0002,54.9623,0.95699
Kawaguchi2021_curve,417.5979,179.9785,55.1144,0.95746
Kawaguchi2021_curve,417.7093,179.9550,55.2669,0.95798
Kawaguchi2021_curve,417.8209,179.9313,55.4201,0.95850
Kawaguchi2021_curve,417.9328,179.9092,55.5741,0.95898
Kawaguchi2021_curve,418.0454,179.8901,55.7295,0.95940
Kawaguchi2021_curve,418.1590,179.8758,55.8867,0.95971
Kawaguchi2021_curve,418.2737,179.8680,56.0459,0.95989
Kawaguchi2021_curve,418.3900,179.8681,56.2078,0.95988
Kawaguchi2021_curve,418.5080,179.8780,56.3725,0.95967
Kawaguchi2021_curve,418.6670,179.7990,56.5953,0.96140
Kawaguchi2021_curve,418.9090,179.7990,56.9360,0.96140
Kawaguchi2021_curve,419.1480,179.7190,57.2744,0.96315
Kawaguchi2021_curve,419.4182,179.6981,57.6595,0.96361
Kawaguchi2021_curve,419.6903,179.6761,58.0499,0.96410
Kawaguchi2021_curve,419.9640,179.6530,58.4453,0.96460
Kawaguchi2021_curve,420.2388,179.6287,58.8449,0.96514
Kawaguchi2021_curve,420.5143,179.6034,59.2484,0.96569
Kawaguchi2021_curve,420.7901,179.5770,59.6550,0.96627
Kawaguchi2021_curve,421.0658,179.5496,60.0643,0.96687
Kawaguchi2021_curve,421.3409,179.5213,60.4755,0.96749
Kawaguchi2021_curve,421.6150,179.4920,60.8880,0.96813
Kawaguchi2021_curve,421.8877,179.4618,61.3011,0.96880
Kawaguchi2021_curve,422.1585,179.4308,61.7142,0.96948
Kawaguchi2021_curve,422.4270,179.3990,62.1265,0.97017
Kawaguchi2021_curve,422.9860,179.3990,62.9938,0.97017
Kawaguchi2021_curve,423.2260,179.3180,63.3698,0.97195
Kawaguchi2021_curve,424.7069,179.2322,65.7404,0.97383
Kawaguchi2021_curve,426.1865,179.1316,68.1975,0.97604
Kawaguchi2021_curve,427.6651,179.0259,70.7447,0.97836
Kawaguchi2021_curve,429.1429,178.9250,73.3855,0.98057
Kawaguchi2021_curve,430.6203,178.8389,76.1242,0.98246
Kawaguchi2021_curve,432.0978,178.7774,78.9653,0.98381
Kawaguchi2021_curve,433.5755,178.7503,81.9128,0.98440
Kawaguchi2021_curve,435.0538,178.7676,84.9716,0.98402
Kawaguchi2021_curve,436.5331,178.8392,88.1468,0.98245
Kawaguchi2021_curve,438.0136,178.9748,91.4433,0.97948
Kawaguchi2021_curve,439.4958,179.1844,94.8672,0.97488
Kawaguchi2021_curve,440.9800,179.4780,98.4241,0.96844
Kawaguchi2021_curve,441.3000,179.5590,99.2083,0.96666
Kawaguchi2021_curve,441.6200,179.6390,99.9988,0.96491
Kawaguchi2021_curve,441.9390,179.6390,100.7930,0.96491
Kawaguchi2021_curve,442.2600,179.7190,101.5986,0.96315
Kawaguchi2021_curve,442.5000,179.7990,102.2051,0.96140
Kawaguchi2021_curve,443.2970,180.0474,104.2453,0.95595
Kawaguchi2021_curve,444.0786,180.3087,106.2857,0.95022
Kawaguchi2021_curve,444.8474,180.5814,108.3316,0.94424
Kawaguchi2021_curve,445.6061,180.8642,110.3892,0.93803
Kawaguchi2021_curve,446.3571,181.1555,112.4645,0.93164
Kawaguchi2021_curve,447.1030,181.4541,114.5642,0.92509
Kawaguchi2021_curve,447.8464,181.7585,116.6960,0.91842
Kawaguchi2021_curve,448.5899,182.0671,118.8677,0.91165
Kawaguchi2021_curve,449.3361,182.3788,121.0879,0.90481
Kawaguchi2021_curve,450.0874,182.6919,123.3651,0.89794
Kawaguchi2021_curve,450.8466,183.0051,125.7099,0.89107
Kawaguchi2021_curve,451.6160,183.3170,128.1316,0.88423
Kawaguchi2021_curve,451.8570,183.3970,128.8997,0.88247
