Excitation energy (eV): 1.679
Energy (eV)	Rate coefficient (m^3/s)
0.0	0.000000e+00
1.0	1.520006e-16
2.0	3.684762e-16
3.0	3.810445e-16
4.0	3.411293e-16
5.0	2.959136e-16
6.0	2.559374e-16
7.0	2.226016e-16
8.0	1.951647e-16
9.0	1.725432e-16
10.0	1.537594e-16
11.0	1.380241e-16
12.0	1.247212e-16
13.0	1.133748e-16
14.0	1.036161e-16
15.0	9.515805e-17
16.0	8.777484e-17
17.0	8.128763e-17
18.0	7.555337e-17
19.0	7.045661e-17
20.0	6.590339e-17
21.0	6.181662e-17
22.0	5.813259e-17
23.0	5.479826e-17
24.0	5.176915e-17
25.0	4.900777e-17
26.0	4.648229e-17
27.0	4.416558e-17
28.0	4.203437e-17
29.0	4.006858e-17
30.0	3.825086e-17
31.0	3.656609e-17
32.0	3.500111e-17
33.0	3.354436e-17
34.0	3.218566e-17
35.0	3.091604e-17
36.0	2.972757e-17
37.0	2.861317e-17
38.0	2.756656e-17
39.0	2.658210e-17
40.0	2.565477e-17
41.0	2.478004e-17
42.0	2.395383e-17
43.0	2.317246e-17
44.0	2.243260e-17
45.0	2.173124e-17
46.0	2.106562e-17
47.0	2.043326e-17
48.0	1.983188e-17
49.0	1.925939e-17
50.0	1.871390e-17
51.0	1.819365e-17
52.0	1.769704e-17
53.0	1.722259e-17
54.0	1.676895e-17
55.0	1.633487e-17
56.0	1.591918e-17
57.0	1.552080e-17
58.0	1.513876e-17
59.0	1.477212e-17
60.0	1.442004e-17
61.0	1.408171e-17
62.0	1.375640e-17
63.0	1.344342e-17
64.0	1.314212e-17
65.0	1.285190e-17
66.0	1.257219e-17
67.0	1.230249e-17
68.0	1.204228e-17
69.0	1.179112e-17
70.0	1.154856e-17
71.0	1.131420e-17
72.0	1.108765e-17
73.0	1.086857e-17
74.0	1.065660e-17
75.0	1.045142e-17
76.0	1.025275e-17
77.0	1.006029e-17
78.0	9.873771e-18
79.0	9.692944e-18
80.0	9.517567e-18
81.0	9.347413e-18
82.0	9.182268e-18
83.0	9.021927e-18
84.0	8.866197e-18
85.0	8.714894e-18
86.0	8.567844e-18
87.0	8.424883e-18
88.0	8.285852e-18
89.0	8.150602e-18
90.0	8.018990e-18
91.0	7.890882e-18
92.0	7.766147e-18
93.0	7.644664e-18
94.0	7.526314e-18
95.0	7.410985e-18
96.0	7.298571e-18
97.0	7.188970e-18
98.0	7.082084e-18
99.0	6.977820e-18
100.0	6.876089e-18
101.0	6.776805e-18
102.0	6.679887e-18
103.0	6.585256e-18
104.0	6.492839e-18
105.0	6.402562e-18
106.0	6.314358e-18
107.0	6.228160e-18
108.0	6.143905e-18
109.0	6.061533e-18
110.0	5.980984e-18
111.0	5.902203e-18
112.0	5.825136e-18
113.0	5.749732e-18
114.0	5.675940e-18
115.0	5.603713e-18
116.0	5.533004e-18
117.0	5.463770e-18
118.0	5.395967e-18
119.0	5.329555e-18
120.0	5.264494e-18
121.0	5.200746e-18
122.0	5.138273e-18
123.0	5.077041e-18
124.0	5.017016e-18
125.0	4.958164e-18
126.0	4.900453e-18
127.0	4.843853e-18
128.0	4.788335e-18
129.0	4.733868e-18
130.0	4.680426e-18
131.0	4.627982e-18
132.0	4.576510e-18
133.0	4.525985e-18
134.0	4.476383e-18
135.0	4.427680e-18
136.0	4.379853e-18
137.0	4.332882e-18
138.0	4.286743e-18
139.0	4.241418e-18
140.0	4.196886e-18
141.0	4.153128e-18
142.0	4.110124e-18
143.0	4.067858e-18
144.0	4.026311e-18
145.0	3.985466e-18
146.0	3.945307e-18
147.0	3.905818e-18
148.0	3.866983e-18
149.0	3.828788e-18
150.0	3.791217e-18
151.0	3.754256e-18
152.0	3.717892e-18
153.0	3.682112e-18
154.0	3.646901e-18
155.0	3.612248e-18
156.0	3.578141e-18
157.0	3.544566e-18
158.0	3.511514e-18
159.0	3.478971e-18
160.0	3.446929e-18
161.0	3.415375e-18
162.0	3.384299e-18
163.0	3.353692e-18
164.0	3.323544e-18
165.0	3.293844e-18
166.0	3.264584e-18
167.0	3.235755e-18
168.0	3.207348e-18
169.0	3.179353e-18
170.0	3.151764e-18
171.0	3.124571e-18
172.0	3.097767e-18
173.0	3.071344e-18
174.0	3.045295e-18
175.0	3.019611e-18
176.0	2.994287e-18
177.0	2.969314e-18
178.0	2.944687e-18
179.0	2.920398e-18
180.0	2.896442e-18
181.0	2.872811e-18
182.0	2.849499e-18
183.0	2.826501e-18
184.0	2.803811e-18
185.0	2.781423e-18
186.0	2.759331e-18
187.0	2.737530e-18
188.0	2.716015e-18
189.0	2.694779e-18
190.0	2.673820e-18
191.0	2.653130e-18
192.0	2.632706e-18
193.0	2.612542e-18
194.0	2.592635e-18
195.0	2.572979e-18
196.0	2.553570e-18
197.0	2.534404e-18
198.0	2.515477e-18
199.0	2.496784e-18
200.0	2.478321e-18
201.0	2.460085e-18
202.0	2.442071e-18
203.0	2.424276e-18
204.0	2.406696e-18
205.0	2.389328e-18
206.0	2.372167e-18
207.0	2.355211e-18
208.0	2.338456e-18
209.0	2.321898e-18
210.0	2.305535e-18
211.0	2.289364e-18
212.0	2.273380e-18
213.0	2.257582e-18
214.0	2.241965e-18
215.0	2.226528e-18
216.0	2.211267e-18
217.0	2.196180e-18
218.0	2.181264e-18
219.0	2.166515e-18
220.0	2.151932e-18
221.0	2.137512e-18
222.0	2.123253e-18
223.0	2.109151e-18
224.0	2.095204e-18
225.0	2.081411e-18
226.0	2.067768e-18
227.0	2.054273e-18
228.0	2.040925e-18
229.0	2.027721e-18
230.0	2.014658e-18
231.0	2.001735e-18
232.0	1.988950e-18
233.0	1.976300e-18
234.0	1.963784e-18
235.0	1.951399e-18
236.0	1.939144e-18
237.0	1.927016e-18
238.0	1.915015e-18
239.0	1.903137e-18
240.0	1.891382e-18
241.0	1.879747e-18
242.0	1.868231e-18
243.0	1.856832e-18
244.0	1.845549e-18
245.0	1.834379e-18
246.0	1.823322e-18
247.0	1.812375e-18
248.0	1.801538e-18
249.0	1.790807e-18
250.0	1.780183e-18
251.0	1.769664e-18
252.0	1.759248e-18
253.0	1.748934e-18
254.0	1.738720e-18
255.0	1.728605e-18
256.0	1.718587e-18
257.0	1.708666e-18
258.0	1.698841e-18
259.0	1.689109e-18
260.0	1.679469e-18
261.0	1.669921e-18
262.0	1.660463e-18
263.0	1.651094e-18
264.0	1.641813e-18
265.0	1.632618e-18
266.0	1.623509e-18
267.0	1.614484e-18
268.0	1.605543e-18
269.0	1.596683e-18
270.0	1.587905e-18
