Excitation energy (eV): 0.855
Energy (eV)	Rate coefficient (m^3/s)
0.0	0.000000e+00
1.0	1.049041e-15
2.0	2.205973e-15
3.0	2.175608e-15
4.0	1.902091e-15
5.0	1.626678e-15
6.0	1.393648e-15
7.0	1.203946e-15
8.0	1.050206e-15
9.0	9.248164e-16
10.0	8.215370e-16
11.0	7.355585e-16
12.0	6.632343e-16
13.0	6.017990e-16
14.0	5.491409e-16
15.0	5.036325e-16
16.0	4.640060e-16
17.0	4.292635e-16
18.0	3.986114e-16
19.0	3.714124e-16
20.0	3.471502e-16
21.0	3.254024e-16
22.0	3.058214e-16
23.0	2.881183e-16
24.0	2.720517e-16
25.0	2.574183e-16
26.0	2.440462e-16
27.0	2.317888e-16
28.0	2.205209e-16
29.0	2.101343e-16
30.0	2.005359e-16
31.0	1.916447e-16
32.0	1.833900e-16
33.0	1.757099e-16
34.0	1.685501e-16
35.0	1.618627e-16
36.0	1.556053e-16
37.0	1.497401e-16
38.0	1.442337e-16
39.0	1.390562e-16
40.0	1.341807e-16
41.0	1.295831e-16
42.0	1.252419e-16
43.0	1.211375e-16
44.0	1.172521e-16
45.0	1.135699e-16
46.0	1.100762e-16
47.0	1.067578e-16
48.0	1.036027e-16
49.0	1.005998e-16
50.0	9.773914e-17
51.0	9.501137e-17
52.0	9.240805e-17
53.0	8.992138e-17
54.0	8.754417e-17
55.0	8.526981e-17
56.0	8.309217e-17
57.0	8.100560e-17
58.0	7.900486e-17
59.0	7.708508e-17
60.0	7.524177e-17
61.0	7.347071e-17
62.0	7.176802e-17
63.0	7.013005e-17
64.0	6.855342e-17
65.0	6.703496e-17
66.0	6.557171e-17
67.0	6.416089e-17
68.0	6.279993e-17
69.0	6.148639e-17
70.0	6.021798e-17
71.0	5.899257e-17
72.0	5.780815e-17
73.0	5.666282e-17
74.0	5.555480e-17
75.0	5.448241e-17
76.0	5.344407e-17
77.0	5.243828e-17
78.0	5.146364e-17
79.0	5.051881e-17
80.0	4.960253e-17
81.0	4.871360e-17
82.0	4.785091e-17
83.0	4.701337e-17
84.0	4.619997e-17
85.0	4.540976e-17
86.0	4.464180e-17
87.0	4.389525e-17
88.0	4.316927e-17
89.0	4.246307e-17
90.0	4.177592e-17
91.0	4.110709e-17
92.0	4.045592e-17
93.0	3.982176e-17
94.0	3.920399e-17
95.0	3.860202e-17
96.0	3.801530e-17
97.0	3.744329e-17
98.0	3.688548e-17
99.0	3.634137e-17
100.0	3.581051e-17
101.0	3.529245e-17
102.0	3.478676e-17
103.0	3.429303e-17
104.0	3.381086e-17
105.0	3.333988e-17
106.0	3.287974e-17
107.0	3.243008e-17
108.0	3.199058e-17
109.0	3.156091e-17
110.0	3.114078e-17
111.0	3.072988e-17
112.0	3.032794e-17
113.0	2.993468e-17
114.0	2.954984e-17
115.0	2.917319e-17
116.0	2.880446e-17
117.0	2.844343e-17
118.0	2.808989e-17
119.0	2.774360e-17
120.0	2.740437e-17
121.0	2.707200e-17
122.0	2.674629e-17
123.0	2.642706e-17
124.0	2.611413e-17
125.0	2.580732e-17
126.0	2.550648e-17
127.0	2.521143e-17
128.0	2.492203e-17
129.0	2.463812e-17
130.0	2.435956e-17
131.0	2.408621e-17
132.0	2.381793e-17
133.0	2.355460e-17
134.0	2.329608e-17
135.0	2.304226e-17
136.0	2.279301e-17
137.0	2.254822e-17
138.0	2.230779e-17
139.0	2.207159e-17
140.0	2.183953e-17
141.0	2.161152e-17
142.0	2.138744e-17
143.0	2.116720e-17
144.0	2.095072e-17
145.0	2.073791e-17
146.0	2.052867e-17
147.0	2.032292e-17
148.0	2.012059e-17
149.0	1.992160e-17
150.0	1.972586e-17
151.0	1.953331e-17
152.0	1.934387e-17
153.0	1.915747e-17
154.0	1.897405e-17
155.0	1.879353e-17
156.0	1.861586e-17
157.0	1.844097e-17
158.0	1.826880e-17
159.0	1.809929e-17
160.0	1.793239e-17
161.0	1.776804e-17
162.0	1.760618e-17
163.0	1.744677e-17
164.0	1.728974e-17
165.0	1.713506e-17
166.0	1.698267e-17
167.0	1.683252e-17
168.0	1.668458e-17
169.0	1.653879e-17
170.0	1.639510e-17
171.0	1.625349e-17
172.0	1.611391e-17
173.0	1.597631e-17
174.0	1.584065e-17
175.0	1.570691e-17
176.0	1.557504e-17
177.0	1.544500e-17
178.0	1.531676e-17
179.0	1.519029e-17
180.0	1.506555e-17
181.0	1.494250e-17
182.0	1.482112e-17
183.0	1.470138e-17
184.0	1.458324e-17
185.0	1.446667e-17
186.0	1.435165e-17
187.0	1.423814e-17
188.0	1.412612e-17
189.0	1.401557e-17
190.0	1.390645e-17
191.0	1.379873e-17
192.0	1.369240e-17
193.0	1.358743e-17
194.0	1.348379e-17
