Excitation energy (eV): 2.471
Energy (eV)	Rate coefficient (m^3/s)
0.0	0.000000e+00
1.0	6.354336e-18
2.0	2.120271e-17
3.0	2.438990e-17
4.0	2.302924e-17
5.0	2.062534e-17
6.0	1.822302e-17
7.0	1.609246e-17
8.0	1.427089e-17
9.0	1.272923e-17
10.0	1.142430e-17
11.0	1.031491e-17
12.0	9.365977e-18
13.0	8.548860e-18
14.0	7.840505e-18
15.0	7.222435e-18
16.0	6.679815e-18
17.0	6.200678e-18
18.0	5.775312e-18
19.0	5.395787e-18
20.0	5.055581e-18
21.0	4.749297e-18
22.0	4.472439e-18
23.0	4.221239e-18
24.0	3.992519e-18
25.0	3.783584e-18
26.0	3.592137e-18
27.0	3.416211e-18
28.0	3.254111e-18
29.0	3.104370e-18
30.0	2.965717e-18
31.0	2.837041e-18
32.0	2.717369e-18
33.0	2.605847e-18
34.0	2.501723e-18
35.0	2.404329e-18
36.0	2.313075e-18
37.0	2.227433e-18
38.0	2.146933e-18
39.0	2.071155e-18
40.0	1.999721e-18
41.0	1.932291e-18
42.0	1.868558e-18
43.0	1.808245e-18
44.0	1.751102e-18
45.0	1.696901e-18
46.0	1.645434e-18
47.0	1.596512e-18
48.0	1.549963e-18
49.0	1.505629e-18
50.0	1.463366e-18
51.0	1.423041e-18
52.0	1.384531e-18
53.0	1.347726e-18
54.0	1.312520e-18
55.0	1.278819e-18
56.0	1.246534e-18
57.0	1.215583e-18
58.0	1.185891e-18
59.0	1.157386e-18
60.0	1.130005e-18
61.0	1.103685e-18
62.0	1.078370e-18
63.0	1.054008e-18
64.0	1.030548e-18
65.0	1.007945e-18
66.0	9.861554e-19
67.0	9.651393e-19
68.0	9.448585e-19
69.0	9.252776e-19
70.0	9.063633e-19
71.0	8.880842e-19
72.0	8.704109e-19
73.0	8.533157e-19
74.0	8.367724e-19
75.0	8.207565e-19
76.0	8.052448e-19
77.0	7.902152e-19
78.0	7.756472e-19
79.0	7.615210e-19
80.0	7.478182e-19
81.0	7.345213e-19
82.0	7.216135e-19
83.0	7.090793e-19
84.0	6.969035e-19
85.0	6.850721e-19
86.0	6.735715e-19
87.0	6.623890e-19
88.0	6.515123e-19
89.0	6.409299e-19
90.0	6.306309e-19
91.0	6.206046e-19
92.0	6.108410e-19
93.0	6.013307e-19
94.0	5.920646e-19
95.0	5.830339e-19
96.0	5.742303e-19
97.0	5.656460e-19
98.0	5.572734e-19
99.0	5.491053e-19
100.0	5.411347e-19
101.0	5.333550e-19
102.0	5.257598e-19
103.0	5.183432e-19
104.0	5.110993e-19
105.0	5.040224e-19
106.0	4.971073e-19
107.0	4.903489e-19
108.0	4.837422e-19
109.0	4.772825e-19
110.0	4.709652e-19
111.0	4.647860e-19
112.0	4.587408e-19
113.0	4.528254e-19
114.0	4.470360e-19
115.0	4.413689e-19
116.0	4.358205e-19
117.0	4.303874e-19
118.0	4.250661e-19
119.0	4.198536e-19
120.0	4.147468e-19
121.0	4.097426e-19
122.0	4.048382e-19
123.0	4.000309e-19
124.0	3.953179e-19
125.0	3.906968e-19
126.0	3.861649e-19
127.0	3.817200e-19
128.0	3.773596e-19
129.0	3.730817e-19
130.0	3.688839e-19
131.0	3.647643e-19
132.0	3.607207e-19
133.0	3.567513e-19
134.0	3.528542e-19
135.0	3.490274e-19
136.0	3.452694e-19
137.0	3.415782e-19
138.0	3.379524e-19
139.0	3.343903e-19
140.0	3.308902e-19
141.0	3.274509e-19
142.0	3.240706e-19
143.0	3.207481e-19
144.0	3.174820e-19
145.0	3.142710e-19
146.0	3.111136e-19
147.0	3.080088e-19
148.0	3.049553e-19
149.0	3.019519e-19
150.0	2.989975e-19
151.0	2.960909e-19
152.0	2.932312e-19
153.0	2.904171e-19
154.0	2.876478e-19
155.0	2.849222e-19
156.0	2.822393e-19
157.0	2.795983e-19
158.0	2.769982e-19
159.0	2.744382e-19
160.0	2.719173e-19
161.0	2.694348e-19
162.0	2.669899e-19
163.0	2.645817e-19
164.0	2.622094e-19
165.0	2.598724e-19
166.0	2.575699e-19
167.0	2.553012e-19
168.0	2.530657e-19
169.0	2.508625e-19
170.0	2.486911e-19
171.0	2.465509e-19
172.0	2.444412e-19
173.0	2.423614e-19
174.0	2.403109e-19
175.0	2.382892e-19
176.0	2.362956e-19
177.0	2.343297e-19
178.0	2.323909e-19
179.0	2.304787e-19
180.0	2.285926e-19
181.0	2.267320e-19
182.0	2.248965e-19
183.0	2.230857e-19
184.0	2.212991e-19
185.0	2.195361e-19
186.0	2.177965e-19
187.0	2.160797e-19
188.0	2.143853e-19
189.0	2.127129e-19
190.0	2.110622e-19
191.0	2.094328e-19
192.0	2.078241e-19
193.0	2.062360e-19
194.0	2.046680e-19
195.0	2.031197e-19
196.0	2.015909e-19
197.0	2.000812e-19
198.0	1.985902e-19
199.0	1.971176e-19
200.0	1.956631e-19
201.0	1.942265e-19
202.0	1.928073e-19
203.0	1.914053e-19
204.0	1.900203e-19
205.0	1.886518e-19
206.0	1.872997e-19
207.0	1.859637e-19
208.0	1.846435e-19
209.0	1.833388e-19
210.0	1.820494e-19
211.0	1.807751e-19
212.0	1.795155e-19
213.0	1.782705e-19
214.0	1.770399e-19
215.0	1.758233e-19
216.0	1.746206e-19
217.0	1.734316e-19
218.0	1.722559e-19
219.0	1.710935e-19
220.0	1.699442e-19
221.0	1.688076e-19
222.0	1.676836e-19
223.0	1.665721e-19
224.0	1.654728e-19
225.0	1.643855e-19
226.0	1.633100e-19
227.0	1.622463e-19
228.0	1.611940e-19
229.0	1.601531e-19
230.0	1.591233e-19
231.0	1.581045e-19
232.0	1.570966e-19
233.0	1.560993e-19
234.0	1.551125e-19
235.0	1.541360e-19
236.0	1.531698e-19
237.0	1.522136e-19
238.0	1.512673e-19
239.0	1.503308e-19
240.0	1.494039e-19
241.0	1.484865e-19
242.0	1.475784e-19
243.0	1.466796e-19
244.0	1.457898e-19
245.0	1.449090e-19
246.0	1.440371e-19
247.0	1.431738e-19
248.0	1.423191e-19
249.0	1.414730e-19
250.0	1.406351e-19
251.0	1.398055e-19
252.0	1.389840e-19
253.0	1.381705e-19
254.0	1.373650e-19
255.0	1.365672e-19
256.0	1.357771e-19
257.0	1.349946e-19
258.0	1.342196e-19
259.0	1.334520e-19
260.0	1.326917e-19
261.0	1.319385e-19
262.0	1.311925e-19
263.0	1.304535e-19
264.0	1.297213e-19
265.0	1.289960e-19
266.0	1.282775e-19
267.0	1.275656e-19
268.0	1.268602e-19
269.0	1.261613e-19
270.0	1.254688e-19
271.0	1.247826e-19
272.0	1.241027e-19
273.0	1.234289e-19
274.0	1.227612e-19
275.0	1.220994e-19
276.0	1.214436e-19
277.0	1.207937e-19
278.0	1.201495e-19
