Excitation energy (eV): 0.0014801
Energy (eV)	Rate coefficient (m^3/s)
0.0	0.000000e+00
1.0	5.046437e-15
2.0	1.341832e-14
3.0	1.996912e-14
4.0	2.545863e-14
5.0	3.033333e-14
6.0	3.475612e-14
7.0	3.881177e-14
8.0	4.255959e-14
9.0	4.604623e-14
10.0	4.930960e-14
11.0	5.238077e-14
12.0	5.528529e-14
13.0	5.804427e-14
14.0	6.067525e-14
15.0	6.319287e-14
16.0	6.560946e-14
17.0	6.793545e-14
18.0	7.017972e-14
19.0	7.234991e-14
20.0	7.445260e-14
21.0	7.649352e-14
22.0	7.847765e-14
23.0	8.040941e-14
24.0	8.229263e-14
25.0	8.413080e-14
26.0	8.592695e-14
27.0	8.768383e-14
28.0	8.940394e-14
29.0	9.108943e-14
30.0	9.274239e-14
31.0	9.436458e-14
32.0	9.595772e-14
33.0	9.752331e-14
34.0	9.906276e-14
35.0	1.005773e-13
36.0	1.020682e-13
37.0	1.035365e-13
38.0	1.049833e-13
39.0	1.064093e-13
40.0	1.078157e-13
41.0	1.092030e-13
42.0	1.105722e-13
43.0	1.119239e-13
44.0	1.132587e-13
45.0	1.145775e-13
46.0	1.158805e-13
47.0	1.171685e-13
48.0	1.184420e-13
49.0	1.197013e-13
50.0	1.209472e-13
51.0	1.221798e-13
52.0	1.233998e-13
53.0	1.246074e-13
54.0	1.258029e-13
55.0	1.269871e-13
56.0	1.281597e-13
57.0	1.293216e-13
58.0	1.304727e-13
59.0	1.316134e-13
60.0	1.327442e-13
61.0	1.338650e-13
62.0	1.349764e-13
63.0	1.360785e-13
64.0	1.371714e-13
65.0	1.382555e-13
66.0	1.393310e-13
67.0	1.403980e-13
68.0	1.414568e-13
69.0	1.425076e-13
70.0	1.435505e-13
71.0	1.445857e-13
72.0	1.456134e-13
73.0	1.466338e-13
74.0	1.476470e-13
75.0	1.486531e-13
76.0	1.496523e-13
77.0	1.506448e-13
78.0	1.516306e-13
79.0	1.526100e-13
80.0	1.535831e-13
81.0	1.545498e-13
82.0	1.555105e-13
83.0	1.564652e-13
84.0	1.574140e-13
85.0	1.583570e-13
86.0	1.592944e-13
87.0	1.602262e-13
88.0	1.611525e-13
89.0	1.620734e-13
90.0	1.629891e-13
91.0	1.638996e-13
92.0	1.648050e-13
93.0	1.657054e-13
94.0	1.666008e-13
95.0	1.674914e-13
96.0	1.683772e-13
97.0	1.692583e-13
98.0	1.701348e-13
99.0	1.710068e-13
100.0	1.718743e-13
101.0	1.727373e-13
102.0	1.735960e-13
103.0	1.744505e-13
104.0	1.753007e-13
105.0	1.761468e-13
106.0	1.769888e-13
107.0	1.778268e-13
108.0	1.786608e-13
109.0	1.794909e-13
110.0	1.803171e-13
111.0	1.811395e-13
112.0	1.819582e-13
113.0	1.827731e-13
114.0	1.835845e-13
115.0	1.843922e-13
116.0	1.851963e-13
117.0	1.859969e-13
118.0	1.867941e-13
119.0	1.875879e-13
120.0	1.883783e-13
121.0	1.891653e-13
122.0	1.899491e-13
123.0	1.907296e-13
124.0	1.915069e-13
125.0	1.922811e-13
126.0	1.930521e-13
127.0	1.938200e-13
128.0	1.945849e-13
129.0	1.953467e-13
130.0	1.961056e-13
131.0	1.968615e-13
132.0	1.976145e-13
133.0	1.983646e-13
134.0	1.991119e-13
135.0	1.998564e-13
136.0	2.005981e-13
137.0	2.013370e-13
138.0	2.020732e-13
139.0	2.028068e-13
140.0	2.035376e-13
141.0	2.042659e-13
142.0	2.049915e-13
143.0	2.057145e-13
144.0	2.064351e-13
145.0	2.071530e-13
146.0	2.078685e-13
147.0	2.085815e-13
148.0	2.092921e-13
149.0	2.100003e-13
150.0	2.107060e-13
151.0	2.114094e-13
152.0	2.121105e-13
153.0	2.128092e-13
154.0	2.135056e-13
155.0	2.141998e-13
156.0	2.148917e-13
157.0	2.155813e-13
158.0	2.162688e-13
159.0	2.169540e-13
160.0	2.176371e-13
161.0	2.183181e-13
162.0	2.189969e-13
163.0	2.196736e-13
164.0	2.203482e-13
165.0	2.210208e-13
166.0	2.216913e-13
167.0	2.223597e-13
168.0	2.230262e-13
169.0	2.236907e-13
170.0	2.243531e-13
171.0	2.250137e-13
172.0	2.256723e-13
173.0	2.263289e-13
174.0	2.269837e-13
175.0	2.276365e-13
176.0	2.282875e-13
177.0	2.289366e-13
178.0	2.295839e-13
179.0	2.302294e-13
180.0	2.308730e-13
181.0	2.315148e-13
182.0	2.321549e-13
183.0	2.327932e-13
184.0	2.334297e-13
185.0	2.340645e-13
186.0	2.346976e-13
187.0	2.353290e-13
188.0	2.359587e-13
189.0	2.365867e-13
190.0	2.372130e-13
191.0	2.378376e-13
192.0	2.384607e-13
193.0	2.390821e-13
194.0	2.397019e-13
195.0	2.403200e-13
196.0	2.409366e-13
197.0	2.415516e-13
198.0	2.421651e-13
199.0	2.427769e-13
200.0	2.433873e-13
201.0	2.439961e-13
202.0	2.446034e-13
203.0	2.452091e-13
204.0	2.458134e-13
205.0	2.464162e-13
206.0	2.470175e-13
