# Ragimkhanov et al., Eur. Phys. J. D 80, 69 (2026), CC BY 4.0, Fig. 1b electron MTCS, vector-path extraction (scripts/build_n_elastic_tables.py). curve: opm = present OPM calculation; wang = Wang et al. 2014 BSR as re-plotted in that figure. E in eV, sigma in a0^2.
curve,E_eV,sigma_a0sq
opm,3617.75,0.0181229
opm,3647.3,0.0175927
opm,3647.3,0.0178444
opm,3676.76,0.0173473
opm,3676.76,0.0175927
opm,3709.5,0.0170807
opm,3709.5,0.0173473
opm,3739.46,0.0168425
opm,3739.46,0.0170807
opm,3769.66,0.0166049
opm,3769.66,0.0168425
opm,3800.45,0.0166049
opm,4304.28,0.0131612
opm,4304.28,0.0133687
opm,4339.04,0.0129776
opm,4339.04,0.0131612
opm,4377.68,0.0127966
opm,4377.68,0.0129776
opm,4413.43,0.0126181
opm,4413.43,0.0127966
opm,4449.08,0.0124222
opm,4449.08,0.0126181
opm,4489.11,0.012249
opm,4489.11,0.0124222
opm,4525.36,0.0120781
opm,4525.36,0.012249
opm,4561.91,0.0119096
opm,4561.91,0.0120781
opm,4599.17,0.0117247
opm,4599.17,0.0119096
opm,4640.13,0.0115612
opm,4640.13,0.0117247
opm,4678.03,0.0115612
opm,4958.03,0.0102994
opm,4958.03,0.0104467
opm,4998.53,0.0101411
opm,4998.53,0.0102994
opm,5038.9,0.00999965
opm,5038.9,0.0101411
opm,5080.05,0.00986016
opm,5080.05,0.00999965
opm,5125.29,0.00972106
opm,5125.29,0.00986016
opm,5167.16,0.0095717
opm,5167.16,0.00972106
opm,5208.89,0.00943818
opm,5208.89,0.0095717
opm,5250.95,0.00930653
opm,5250.95,0.00943818
opm,5298.2,0.00917524
opm,5298.2,0.00930653
opm,5340.99,0.00903426
opm,5340.99,0.00917524
opm,5384.61,0.00890824
opm,5384.61,0.00903426
opm,5432.57,0.00878398
opm,5432.57,0.00890824
opm,5476.44,0.00864901
opm,5476.44,0.00878398
opm,5521.17,0.008527
opm,5521.17,0.00864901
opm,5565.76,0.00840806
opm,5565.76,0.008527
opm,5615.32,0.00840806
opm,6515.68,0.00638727
opm,6515.68,0.00647866
opm,6568.3,0.00628913
opm,6568.3,0.00638727
opm,6627.4,0.0062014
opm,6627.4,0.00628913
opm,6680.92,0.00611392
opm,6680.92,0.0062014
opm,6735.49,0.00602863
opm,6735.49,0.00611392
opm,6795.47,0.005936
opm,6795.47,0.00602863
opm,6850.35,0.0058532
opm,6850.35,0.005936
opm,6906.31,0.00577063
opm,6906.31,0.0058532
opm,6962.08,0.00568196
opm,6962.08,0.00577063
opm,7024.08,0.00560271
opm,7024.08,0.00568196
opm,7081.45,0.00552455
opm,7081.45,0.00560271
opm,7138.64,0.00544662
opm,7138.64,0.00552455
opm,7196.95,0.00536293
opm,7196.95,0.00544662
opm,7261.04,0.00528812
opm,7261.04,0.00536293
opm,7320.35,0.00521436
opm,7320.35,0.00528812
opm,7379.47,0.0051408
opm,7379.47,0.00521436
opm,7439.07,0.00506181
opm,7439.07,0.0051408
opm,7506,0.0049912
opm,7506,0.00506181
opm,7566.62,0.00492158
opm,7566.62,0.0049912
opm,7628.42,0.00484596
opm,7628.42,0.00492158
opm,7690.03,0.0047776
opm,7690.03,0.00484596
opm,7758.51,0.00471095
opm,7758.51,0.0047776
opm,7821.88,0.00464524
opm,7821.88,0.00471095
opm,7885.05,0.00457387
opm,7885.05,0.00464524
opm,7949.46,0.00450934
opm,7949.46,0.00457387
opm,8020.25,0.00444644
opm,8020.25,0.00450934
opm,8085.02,0.00438442
opm,8085.02,0.00444644
opm,8151.06,0.00431705
opm,8151.06,0.00438442
opm,8216.89,0.00425615
opm,8216.89,0.00431705
opm,8290.82,0.00419678
opm,8290.82,0.00425615
opm,8357.77,0.0041323
opm,8357.77,0.00419678
opm,8426.04,0.00407466
opm,8426.04,0.0041323
opm,8501.08,0.00401718
opm,8501.08,0.00407466
opm,9389.08,0.00332589
opm,9389.08,0.00337778
opm,9464.91,0.00327949
opm,9464.91,0.00332589
opm,9542.22,0.00323374
opm,9542.22,0.00327949
opm,9619.28,0.00318406
opm,9619.28,0.00323374
opm,9704.94,0.00318406
opm,9784.21,0.00309535
opm,9784.21,0.00313914
opm,9863.23,0.00305218
opm,9863.23,0.00309535
opm,9943.79,0.00305218
opm,10196,0.0028808
opm,10196,0.00292155
opm,10278.3,0.00283654
opm,10278.3,0.0028808
opm,10369.8,0.00279652
opm,10369.8,0.00283654
opm,10454.5,0.00275751
opm,10454.5,0.00279652
opm,10539,0.00271514
opm,10539,0.00275751
opm,10633.8,0.00267727
opm,10633.8,0.00271514
opm,10719.7,0.0026395
opm,10719.7,0.00267727
opm,10807.2,0.00260268
opm,10807.2,0.0026395
opm,10894.5,0.00256269
opm,10894.5,0.00260268
opm,10991.5,0.00252695
opm,10991.5,0.00256269
opm,11081.3,0.0024913
opm,11081.3,0.00252695
opm,11170.8,0.00245302
opm,11170.8,0.0024913
opm,11262.1,0.0024188
opm,11262.1,0.00245302
opm,11362.3,0.00238506
opm,11362.3,0.0024188
opm,11454.1,0.00235142
opm,11454.1,0.00238506
opm,11547.7,0.00231529
opm,11547.7,0.00235142
opm,11640.9,0.00228299
opm,11640.9,0.00231529
opm,11745.7,0.00225114
opm,11745.7,0.00228299
opm,11840.5,0.00221939
opm,11840.5,0.00225114
opm,11936.1,0.00218529
opm,11936.1,0.00221939
opm,12033.6,0.0021548
opm,12033.6,0.00218529
opm,12140.8,0.00212475
opm,12140.8,0.0021548
opm,12240,0.0020921
opm,12240,0.00212475
opm,12338.8,0.00206259
opm,12338.8,0.0020921
opm,12439.6,0.00203382
opm,12439.6,0.00206259
opm,12550.4,0.00200544
opm,12550.4,0.00203382
opm,12651.7,0.00197463
opm,12651.7,0.00200544
opm,12755.1,0.00194678
opm,12755.1,0.00197463
opm,12858.1,0.00191962
opm,12858.1,0.00194678
opm,12972.6,0.00189284
opm,12972.6,0.00191962
opm,13077.4,0.00186376
opm,13077.4,0.00189284
opm,13183,0.00183747
opm,13183,0.00186376
opm,13301.6,0.00181184
opm,13301.6,0.00183747
opm,13409,0.001784
opm,13409,0.00181184
opm,13518.5,0.00175911
opm,13518.5,0.001784
opm,13627.7,0.0017343
opm,13627.7,0.00175911
opm,13749.1,0.0017101
opm,13749.1,0.0017343
opm,13861.4,0.00168383
opm,13861.4,0.0017101
opm,13973.3,0.00166034
opm,13973.3,0.00168383
opm,15186.7,0.00141582
opm,15186.7,0.00143585
opm,15310.7,0.0013963
opm,15310.7,0.00141582
opm,15434.3,0.00137462
opm,15434.3,0.0013963
opm,15560.4,0.00135523
opm,15560.4,0.00137462
opm,15699,0.00133633
opm,15699,0.00135523
opm,15825.8,0.0013179
opm,15825.8,0.00133633
opm,15955,0.00129744
opm,15955,0.0013179
opm,16083.9,0.00127934
opm,16083.9,0.00129744
opm,16227.1,0.0012615
opm,16227.1,0.00127934
opm,16359.7,0.0012439
opm,16359.7,0.0012615
opm,16491.8,0.00122459
opm,16491.8,0.0012439
opm,16640.2,0.00120751
opm,16640.2,0.00122459
opm,16774.6,0.00119066
opm,16774.6,0.00120751
opm,16910,0.00117218
opm,16910,0.00119066
opm,17048.1,0.00115583
opm,17048.1,0.00117218
opm,17200,0.00113971
opm,17200,0.00115583
opm,17340.5,0.00112381
opm,17340.5,0.00113971
opm,17480.5,0.00110654
opm,17480.5,0.00112381
opm,17623.3,0.00109111
opm,17623.3,0.00110654
opm,17780.2,0.00107572
opm,17780.2,0.00109111
opm,17923.8,0.00106071
opm,17923.8,0.00107572
opm,18070.2,0.00104441
opm,18070.2,0.00106071
opm,18216.1,0.00102984
opm,18216.1,0.00104441
opm,18378.4,0.00101532
opm,18378.4,0.00102984
opm,18528.5,0.000999716
opm,18528.5,0.00101532
opm,18678.1,0.000985771
opm,18678.1,0.000999716
opm,18830.7,0.000971865
opm,18830.7,0.000985771
opm,18998.4,0.000958308
opm,18998.4,0.000971865
opm,19153.6,0.000943584
opm,19153.6,0.000958308
opm,19308.2,0.000930421
opm,19308.2,0.000943584
opm,19464.2,0.000917296
opm,19464.2,0.000930421
opm,19639.3,0.000903202
opm,19639.3,0.000917296
opm,19796.1,0.000890603
opm,19796.1,0.000903202
opm,19957.8,0.00087818
opm,19957.8,0.000890603
opm,20982.9,0.000793399
opm,20982.9,0.000804623
opm,21152.4,0.000782332
opm,21152.4,0.000793399
opm,21325.1,0.000770311
opm,21325.1,0.000782332
opm,21515,0.000759445
opm,21515,0.000770311
opm,21690.8,0.000748851
opm,21690.8,0.000759445
opm,21866,0.000738405
opm,21866,0.000748851
opm,22042.5,0.000727059
opm,22042.5,0.000738405
opm,22240.9,0.000716803
opm,22240.9,0.000727059
opm,22420.5,0.000706804
opm,22420.5,0.000716803
opm,22603.6,0.000696945
opm,22603.6,0.000706804
opm,22786.2,0.000686236
opm,22786.2,0.000696945
opm,22989.1,0.000676556
opm,22989.1,0.000686236
opm,23176.9,0.000667118
opm,23176.9,0.000676556
opm,23364,0.000656868
opm,23364,0.000667118
opm,23554.9,0.000647705
opm,23554.9,0.000656868
opm,23764.6,0.000638568
opm,23764.6,0.000647705
opm,23956.6,0.000629661
opm,23956.6,0.000638568
opm,24967,0.000577012
opm,24967,0.000585175
opm,25189.4,0.000568872
opm,25189.4,0.000577012
opm,25392.8,0.000560131
opm,25392.8,0.000568872
opm,25600.2,0.000552318
opm,25600.2,0.000560131
opm,25807,0.000544614
opm,25807,0.000552318
opm,26036.8,0.000536931
opm,26036.8,0.000544614
opm,26249.4,0.000528681
opm,26249.4,0.000536931
opm,26461.4,0.000521306
opm,26461.4,0.000528681
opm,26677.6,0.000514034
opm,26677.6,0.000521306
opm,26915.1,0.000506136
opm,26915.1,0.000514034
opm,27132.5,0.000498996
opm,27132.5,0.000506136
opm,27354.1,0.000492036
opm,27354.1,0.000498996
opm,27575,0.000485172
opm,27575,0.000492036
opm,27823.1,0.000477718
opm,27823.1,0.000485172
opm,28047.8,0.000470978
opm,28047.8,0.000477718
opm,28276.9,0.000464409
opm,28276.9,0.000470978
opm,28505.3,0.00045793
opm,28505.3,0.000464409
opm,28759.2,0.000450894
opm,28759.2,0.00045793
opm,28994.1,0.000444534
opm,28994.1,0.000450894
opm,29228.2,0.000438333
opm,29228.2,0.000444534
opm,29464.3,0.000431598
opm,29464.3,0.000438333
opm,29729.4,0.000425577
opm,29729.4,0.000431598
opm,29969.5,0.000419574
opm,29969.5,0.000425577
opm,30211.5,0.000413721
opm,30211.5,0.000419574
opm,30455.5,0.000407364
opm,30455.5,0.000413721
opm,30729.5,0.000401682
opm,30729.5,0.000407364
opm,30977.7,0.000396016
opm,30977.7,0.000401682
opm,31227.8,0.000389931
opm,31227.8,0.000396016
opm,31508.8,0.000384492
opm,31508.8,0.000389931
opm,31763.3,0.000379128
opm,31763.3,0.000384492
opm,32022.7,0.00037378
opm,32022.7,0.000379128
opm,32281.3,0.000368037
opm,32281.3,0.00037378
opm,32568.8,0.000362903
opm,32568.8,0.000368037
opm,32834.8,0.000357841
opm,32834.8,0.000362903
opm,33100,0.000352793
opm,33100,0.000357841
opm,33370.4,0.000347372
opm,33370.4,0.000352793
opm,33667.5,0.000342527
opm,33667.5,0.000347372
opm,33939.4,0.000337749
opm,33939.4,0.000342527
opm,34216.7,0.000332559
opm,34216.7,0.000337749
opm,34493,0.000327868
opm,34493,0.000332559
opm,34803.3,0.000323294
opm,35084.4,0.000318784
opm,35371,0.000309458
opm,35371,0.000313886
opm,35656.6,0.000305142
opm,35656.6,0.000309458
opm,35974.2,0.000300885
opm,35974.2,0.000305142
opm,36268,0.000296262
opm,36268,0.000300885
opm,36560.9,0.000292083
opm,36560.9,0.000296262
opm,36859.5,0.000288009
opm,36859.5,0.000292083
opm,37187.8,0.000283583
opm,37187.8,0.000288009
opm,37488.1,0.000279627
opm,37488.1,0.000283583
opm,37794.3,0.000275683
opm,37794.3,0.000279627
opm,38099.5,0.000271837
opm,38099.5,0.000275683
opm,38438.8,0.000267661
opm,38438.8,0.000271837
opm,38752.8,0.000263927
opm,38752.8,0.000267661
opm,39065.8,0.000263927
opm,42117.8,0.000228242
opm,42117.8,0.000231804
opm,42457.9,0.000225059
opm,42457.9,0.000228242
opm,42804.7,0.000221919
opm,42804.7,0.000225059
opm,43150.4,0.000218509
opm,43150.4,0.000221919
opm,43538.7,0.000215427
opm,43538.7,0.000218509
opm,43890.3,0.000212422
opm,43890.3,0.000215427
opm,44244.7,0.000209459
opm,44244.7,0.000212422
opm,44602.1,0.00020624
opm,44602.1,0.000209459
opm,45003.4,0.000203331
opm,45003.4,0.00020624
opm,45366.8,0.000200495
opm,45366.8,0.000203331
opm,45733.2,0.000197698
opm,45733.2,0.000200495
opm,46106.7,0.00019466
opm,46106.7,0.000197698
opm,46517.3,0.000191914
opm,46517.3,0.00019466
opm,46893,0.000189237
opm,46893,0.000191914
opm,47276,0.00018633
opm,47276,0.000189237
opm,47657.8,0.00018373
opm,47657.8,0.00018633
opm,54901.4,0.000141547
opm,54901.4,0.00014355
opm,55344.7,0.000139595
opm,55344.7,0.000141547
opm,55796.8,0.000137626
opm,55796.8,0.000139595
opm,56293.7,0.00013549
opm,56293.7,0.000137626
opm,56753.5,0.0001336
opm,56753.5,0.00013549
opm,57211.8,0.000131757
opm,57211.8,0.0001336
opm,57673.9,0.000129898
opm,57673.9,0.000131757
opm,58192.8,0.000129898
opm,63193.9,0.000110786
opm,63193.9,0.000112353
opm,63756.6,0.000109084
opm,63756.6,0.000110786
opm,64277.4,0.000107545
opm,64277.4,0.000109084
opm,64796.5,0.000106045
opm,64796.5,0.000107545
opm,65325.7,0.000104415
opm,65325.7,0.000106045
opm,65907.5,0.000102959
opm,65907.5,0.000104415
opm,66439.8,0.000101506
opm,66439.8,0.000102959
opm,66982.4,0.000101506
opm,68124.7,9.71779e-05
opm,68124.7,9.85526e-05
opm,68681.2,9.5807e-05
opm,68681.2,9.71779e-05
opm,69229.5,9.4335e-05
opm,69229.5,9.5807e-05
opm,69795,9.3019e-05
opm,69795,9.4335e-05
opm,70416.5,9.17215e-05
opm,70416.5,9.3019e-05
opm,70985.2,9.04276e-05
opm,70985.2,9.17215e-05
opm,71565,8.90382e-05
opm,71565,9.04276e-05
opm,72142.9,8.77962e-05
opm,72142.9,8.90382e-05
opm,72792.1,8.65715e-05
opm,72792.1,8.77962e-05
opm,73379.9,8.53502e-05
opm,73379.9,8.65715e-05
opm,73979.3,8.40388e-05
opm,73979.3,8.53502e-05
opm,74638.1,8.28666e-05
opm,74638.1,8.40388e-05
opm,75240.9,8.17106e-05
opm,75240.9,8.28666e-05
opm,75855.4,8.04551e-05
opm,75855.4,8.17106e-05
opm,76468,7.93202e-05
opm,76468,8.04551e-05
opm,77149,7.82137e-05
opm,77149,7.93202e-05
opm,77779.2,7.71227e-05
opm,77779.2,7.82137e-05
opm,78407.3,7.59377e-05
opm,78407.3,7.71227e-05
opm,79047.8,7.48665e-05
opm,79047.8,7.59377e-05
opm,79751.7,7.38222e-05
opm,79751.7,7.48665e-05
opm,80403.1,7.27924e-05
opm,80403.1,7.38222e-05
opm,81052.4,7.16739e-05
opm,81052.4,7.27924e-05
opm,81707,7.06629e-05
opm,81707,7.16739e-05
opm,82442.2,6.96772e-05
opm,82442.2,7.06629e-05
opm,83108,6.86066e-05
opm,83108,6.96772e-05
opm,83786.8,6.76496e-05
opm,83786.8,6.86066e-05
opm,84463.5,6.66952e-05
opm,84463.5,6.76496e-05
opm,85215.6,6.57649e-05
opm,85215.6,6.66952e-05
opm,85911.7,6.47544e-05
opm,85911.7,6.57649e-05
opm,86605.5,6.38511e-05
opm,86605.5,6.47544e-05
opm,87312.9,6.29504e-05
opm,87312.9,6.38511e-05
opm,88090.5,6.19832e-05
opm,88090.5,6.29504e-05
opm,88801.9,6.11186e-05
opm,88801.9,6.19832e-05
opm,89527.2,6.0266e-05
opm,89527.2,6.11186e-05
opm,90250.2,5.94159e-05
opm,90250.2,6.0266e-05
opm,91062.3,5.85029e-05
opm,91062.3,5.94159e-05
opm,91797.7,5.76869e-05
opm,91797.7,5.85029e-05
opm,92547.5,5.68822e-05
opm,92547.5,5.76869e-05
opm,93371.6,5.60797e-05
opm,93371.6,5.68822e-05
opm,94125.7,5.52181e-05
opm,94125.7,5.60797e-05
opm,94894.5,5.44478e-05
opm,94894.5,5.52181e-05
opm,95660.9,5.36883e-05
opm,95660.9,5.44478e-05
opm,96512.8,5.28634e-05
opm,96512.8,5.36883e-05
opm,97301.1,5.21177e-05
opm,97301.1,5.28634e-05
opm,98086.9,5.21177e-05
opm,98888.1,5.06738e-05
opm,98888.1,5.13907e-05
opm,99768.7,4.98952e-05
opm,101396,4.85052e-05
opm,102215,4.78286e-05
opm,102215,4.85052e-05
opm,103134,4.70937e-05
opm,103134,4.78286e-05
opm,103967,4.64293e-05
opm,103967,4.70937e-05
opm,104807,4.57817e-05
opm,104807,4.64293e-05
opm,105653,4.50782e-05
opm,105653,4.57817e-05
opm,106604,4.44494e-05
opm,106604,4.50782e-05
opm,107465,4.38224e-05
opm,107465,4.44494e-05
opm,108333,4.38224e-05
opm,132172,3.09431e-05
opm,133349,3.05066e-05
opm,133349,3.09431e-05
opm,134438,3.00811e-05
opm,134438,3.05066e-05
opm,135523,2.96189e-05
opm,135523,3.00811e-05
opm,136630,2.92057e-05
opm,136630,2.96189e-05
opm,137847,2.87937e-05
opm,137847,2.92057e-05
opm,138960,2.8392e-05
opm,138960,2.87937e-05
opm,140095,2.79558e-05
opm,140095,2.8392e-05
opm,141227,2.75658e-05
opm,141227,2.79558e-05
opm,142485,2.7177e-05
opm,142485,2.75658e-05
opm,143648,2.67979e-05
opm,143648,2.7177e-05
opm,144808,2.63861e-05
opm,144808,2.67979e-05
opm,146111,2.60181e-05
opm,146111,2.63861e-05
opm,147291,2.5651e-05
opm,147291,2.60181e-05
opm,148494,2.52569e-05
opm,148494,2.5651e-05
opm,149694,2.49046e-05
opm,149694,2.52569e-05
opm,151027,2.45572e-05
opm,151027,2.49046e-05
opm,152260,2.42108e-05
opm,152260,2.45572e-05
opm,153490,2.38388e-05
opm,153490,2.42108e-05
opm,154730,2.35062e-05
opm,154730,2.38388e-05
opm,156122,2.31746e-05
opm,156122,2.35062e-05
opm,157383,2.28186e-05
opm,157383,2.31746e-05
opm,158654,2.25003e-05
opm,158654,2.28186e-05
opm,159935,2.21864e-05
opm,159935,2.25003e-05
opm,161374,2.18734e-05
opm,161374,2.21864e-05
opm,162677,2.15373e-05
opm,162677,2.18734e-05
opm,163991,2.12369e-05
opm,163991,2.15373e-05
opm,165330,2.09407e-05
opm,165330,2.12369e-05
opm,166803,2.06486e-05
opm,166803,2.09407e-05
opm,168165,2.03281e-05
opm,168165,2.06486e-05
opm,170908,2.00445e-05
opm,170908,2.03281e-05
opm,172430,1.97649e-05
opm,172430,2.00445e-05
opm,173822,1.94612e-05
opm,173822,1.97649e-05
opm,175242,1.91897e-05
opm,175242,1.94612e-05
opm,176657,1.8922e-05
opm,176657,1.91897e-05
opm,178231,1.86581e-05
opm,178231,1.8922e-05
opm,179686,1.83685e-05
opm,179686,1.86581e-05
opm,181138,1.81123e-05
opm,181138,1.83685e-05
opm,182767,1.78596e-05
opm,182767,1.81123e-05
opm,184243,1.76105e-05
opm,184243,1.78596e-05
opm,185731,1.73399e-05
opm,185731,1.76105e-05
opm,187248,1.70953e-05
opm,187248,1.73399e-05
opm,188916,1.68568e-05
opm,188916,1.70953e-05
opm,190459,1.68568e-05
opm,200077,1.54473e-05
opm,201859,1.52294e-05
opm,201859,1.54473e-05
opm,203508,1.49954e-05
opm,203508,1.52294e-05
opm,205151,1.47863e-05
opm,205151,1.49954e-05
opm,206827,1.458e-05
opm,206827,1.47863e-05
opm,208669,1.43743e-05
opm,208669,1.458e-05
opm,210373,1.41535e-05
opm,210373,1.43743e-05
opm,212072,1.3956e-05
opm,212072,1.41535e-05
opm,213785,1.37614e-05
opm,213785,1.3956e-05
opm,215708,1.35672e-05
opm,215708,1.37614e-05
opm,217450,1.33588e-05
opm,217450,1.35672e-05
opm,219227,1.31724e-05
opm,219227,1.33588e-05
opm,221179,1.29887e-05
opm,221179,1.31724e-05
opm,222965,1.27891e-05
opm,222965,1.29887e-05
opm,224786,1.26087e-05
opm,224786,1.27891e-05
opm,226602,1.24328e-05
opm,226602,1.26087e-05
opm,228620,1.24328e-05
opm,230487,1.22594e-05
opm,232348,1.2071e-05
opm,234246,1.19007e-05
opm,234246,1.2071e-05
opm,236332,1.17347e-05
opm,236332,1.19007e-05
opm,238241,1.1571e-05
opm,238241,1.17347e-05
opm,240165,1.1571e-05
opm,242127,1.13933e-05
opm,244283,1.12325e-05
opm,246256,1.10758e-05
opm,248267,1.09057e-05
opm,248267,1.10758e-05
opm,250272,1.07535e-05
opm,250272,1.09057e-05
opm,252501,1.06018e-05
opm,252501,1.07535e-05
opm,254563,1.0454e-05
opm,254563,1.06018e-05
opm,256619,1.02933e-05
opm,256619,1.0454e-05
opm,258715,1.01497e-05
opm,258715,1.02933e-05
opm,261019,1.00066e-05
opm,261019,1.01497e-05
opm,263127,9.85281e-06
opm,263127,1.00066e-05
opm,265276,9.71537e-06
opm,265276,9.85281e-06
opm,267419,9.57985e-06
opm,267419,9.71537e-06
opm,269825,9.44471e-06
opm,269825,9.57985e-06
opm,272004,9.29959e-06
opm,272004,9.44471e-06
opm,274226,9.16987e-06
opm,274226,9.29959e-06
opm,276668,9.04196e-06
opm,276668,9.16987e-06
opm,278902,8.91441e-06
opm,278902,9.04196e-06
opm,281180,8.77744e-06
opm,281180,8.91441e-06
opm,283451,8.77744e-06
opm,285975,8.655e-06
opm,288311,8.53427e-06
opm,288311,8.655e-06
opm,290639,8.40314e-06
opm,290639,8.53427e-06
opm,293013,8.2846e-06
opm,293013,8.40314e-06
opm,295623,8.16903e-06
opm,295623,8.2846e-06
opm,298037,8.05508e-06
opm,298037,8.16903e-06
opm,302871,7.93132e-06
opm,302871,8.05508e-06
opm,305596,7.81943e-06
opm,305596,7.93132e-06
opm,308064,7.71036e-06
opm,308064,7.81943e-06
opm,310580,7.6028e-06
opm,310580,7.71036e-06
opm,313088,7.48599e-06
opm,313088,7.6028e-06
opm,315876,7.38038e-06
opm,315876,7.48599e-06
opm,318456,7.27743e-06
opm,318456,7.38038e-06
opm,321028,7.16561e-06
opm,321028,7.27743e-06
opm,323650,7.06566e-06
opm,323650,7.16561e-06
opm,326533,6.96599e-06
opm,326533,7.06566e-06
opm,329170,6.86882e-06
opm,329170,6.96599e-06
opm,331858,6.76328e-06
opm,331858,6.86882e-06
opm,334538,6.66893e-06
opm,334538,6.76328e-06
opm,337548,6.57486e-06
opm,337548,6.66893e-06
opm,340274,6.47383e-06
opm,340274,6.57486e-06
opm,343022,6.47383e-06
opm,346109,6.38353e-06
opm,348904,6.29448e-06
opm,351754,6.20569e-06
opm,351754,6.29448e-06
opm,354595,6.11034e-06
opm,354595,6.20569e-06
opm,357752,6.0251e-06
opm,357752,6.11034e-06
opm,360675,5.94106e-06
opm,360675,6.0251e-06
opm,363587,5.85725e-06
opm,363587,5.94106e-06
opm,366524,5.76725e-06
opm,366524,5.85725e-06
opm,369788,5.76725e-06
opm,388497,5.29263e-06
opm,391635,5.21131e-06
opm,391635,5.29263e-06
opm,395122,5.13779e-06
opm,395122,5.21131e-06
opm,398350,5.13779e-06
opm,415114,4.78167e-06
opm,418466,4.7082e-06
opm,418466,4.78167e-06
opm,422193,4.64252e-06
opm,422193,4.7082e-06
opm,425642,4.57703e-06
opm,425642,4.64252e-06
opm,429079,4.57703e-06
opm,432940,4.51318e-06
opm,436436,4.44384e-06
opm,440001,4.38185e-06
opm,440001,4.44384e-06
opm,443554,4.32004e-06
opm,443554,4.38185e-06
opm,447504,4.25978e-06
opm,447504,4.32004e-06
opm,451160,4.19433e-06
opm,451160,4.25978e-06
opm,454803,4.13582e-06
opm,454803,4.19433e-06
opm,458518,4.07748e-06
opm,458518,4.13582e-06
opm,462601,4.01482e-06
opm,462601,4.07748e-06
opm,466337,3.95882e-06
opm,466337,4.01482e-06
opm,470146,3.9036e-06
opm,470146,3.95882e-06
opm,473943,3.9036e-06
opm,478207,3.84853e-06
opm,482069,3.7894e-06
opm,482069,3.84853e-06
opm,485962,3.73654e-06
opm,485962,3.7894e-06
opm,489932,3.68383e-06
opm,489932,3.73654e-06
opm,494295,3.62723e-06
opm,494295,3.68383e-06
opm,498332,3.57663e-06
opm,498332,3.62723e-06
opm,502357,3.52674e-06
opm,502357,3.57663e-06
opm,506460,3.47699e-06
opm,506460,3.52674e-06
opm,510970,3.42356e-06
opm,510970,3.47699e-06
opm,515097,3.37581e-06
opm,515097,3.42356e-06
opm,519304,3.37581e-06
opm,523498,3.32872e-06
opm,528160,3.28176e-06
opm,532474,3.23134e-06
opm,532474,3.28176e-06
opm,536774,3.18626e-06
opm,536774,3.23134e-06
opm,541604,3.14182e-06
opm,541604,3.18626e-06
opm,545978,3.09354e-06
opm,545978,3.14182e-06
opm,550387,3.09354e-06
opm,554832,3.0499e-06
opm,559824,3.00736e-06
opm,564345,2.96541e-06
opm,564345,3.00736e-06
opm,568903,2.91984e-06
opm,568903,2.96541e-06
opm,573550,2.87866e-06
opm,573550,2.91984e-06
opm,578657,2.87866e-06
opm,583330,2.8385e-06
opm,588095,2.7989e-06
opm,592844,2.7559e-06
opm,598124,2.71702e-06
opm,603010,2.67912e-06
opm,603010,2.71702e-06
opm,607879,2.63796e-06
opm,607879,2.67912e-06
opm,612845,2.60116e-06
opm,612845,2.63796e-06
opm,618302,2.60116e-06
opm,623353,2.56447e-06
opm,628387,2.52869e-06
opm,633519,2.48984e-06
opm,633519,2.52869e-06
opm,639161,2.45511e-06
opm,639161,2.48984e-06
opm,644323,2.42048e-06
opm,644323,2.45511e-06
opm,649586,2.42048e-06
opm,682951,2.21809e-06
opm,688467,2.18715e-06
opm,688467,2.21809e-06
opm,694090,2.1563e-06
opm,694090,2.18715e-06
opm,700271,2.12316e-06
opm,700271,2.1563e-06
opm,705991,2.12316e-06
opm,711693,2.09355e-06
opm,717506,2.06434e-06
opm,723895,2.03263e-06
opm,729741,2.00395e-06
opm,729741,2.03263e-06
opm,735702,1.976e-06
opm,735702,2.00395e-06
opm,741643,1.976e-06
opm,773491,1.83933e-06
opm,779809,1.81078e-06
opm,779809,1.83933e-06
opm,786106,1.78552e-06
opm,786106,1.81078e-06
opm,792455,1.78552e-06
opm,799585,1.76061e-06
opm,806042,1.73328e-06
opm,812552,1.7091e-06
opm,819863,1.68526e-06
opm,819863,1.7091e-06
opm,826484,1.66175e-06
opm,826484,1.68526e-06
opm,833159,1.63622e-06
opm,833159,1.66175e-06
opm,839887,1.6134e-06
opm,839887,1.63622e-06
opm,847444,1.59064e-06
opm,847444,1.6134e-06
opm,854288,1.5662e-06
opm,854288,1.59064e-06
opm,861187,1.5662e-06
opm,868221,1.54435e-06
opm,875953,1.52281e-06
opm,875953,1.54435e-06
opm,883108,1.50133e-06
opm,883108,1.52281e-06
opm,890240,1.47826e-06
opm,890240,1.50133e-06
opm,897429,1.45764e-06
opm,897429,1.47826e-06
opm,905504,1.4373e-06
opm,905504,1.45764e-06
opm,912817,1.41703e-06
opm,912817,1.4373e-06
opm,920273,1.41703e-06
opm,927705,1.39526e-06
opm,935967,1.37579e-06
opm,935967,1.39526e-06
opm,943612,1.3566e-06
opm,943612,1.37579e-06
opm,951232,1.3566e-06
opm,959002,1.31692e-06
opm,959002,1.33576e-06
opm,967542,1.29855e-06
opm,967542,1.31692e-06
opm,975356,1.28043e-06
opm,975356,1.29855e-06
opm,983323,1.26076e-06
opm,983323,1.28043e-06
opm,991264,1.26076e-06
opm,1.00018e+06,1.24297e-06
